Time,Levels(ft),Inflows(Cs),Disch(Cs)
2001.367,1498.13,24482,15807
2001.37,1499.46,24187,16543
2001.373,1500.09,21251,17584
2001.375,1500.03,16579,16958
2001.378,1499.66,14860,17000
2001.381,1499.46,15980,17128
2001.384,1499.69,17939,16619
2001.386,1499.37,15373,17211
2001.389,1498.83,13895,17000
2001.392,1498.4,14657,17126
2001.395,1498.55,17861,17000
2001.397,1499.01,19689,17044
2001.4,1499.44,19557,17086
2001.403,1499.68,18206,16828
2001.405,1500.24,19733,16382
2001.408,1500.78,20900,17491
2001.411,1500.64,17161,18044
2001.414,1499.64,16980,23087
2001.416,1499.61,22914,23087
2001.419,1500.6,29114,23087
2001.422,1502.05,32196,23043
2001.425,1503.53,30760,22870
2001.427,1503.71,25675,23087
2001.43,1503.58,22180,23000
2001.433,1502.98,19168,22956
2001.436,1502.21,18356,23217
2001.438,1501.93,21103,22870
2001.441,1501.82,22436,23130
2001.444,1502.09,24704,23000
2001.447,1503.34,30718,22827
2001.449,1505.14,34344,23217
2001.452,1507.3,36461,22826
2001.455,1508.88,33103,23130
2001.458,1510.41,32530,22870
2001.46,1512,32382,22343
2001.463,1513.31,29306,21037
2001.466,1514.17,26428,21000
2001.468,1514.98,26070,20957
2001.471,1516.18,28530,20956
2001.474,1517.39,28422,20779
2001.477,1518.3,26834,21089
2001.479,1519.14,26213,20911
2001.482,1520.02,26627,21045
2001.485,1521.12,29729,21244
2001.488,1522.39,31796,22000
2001.49,1523.42,29901,21956
2001.493,1524.78,32530,22044
2001.496,1526.68,35408,21607
2001.499,1528.27,33722,21456
2001.501,1529.88,34051,21633
2001.504,1533.3,45199,19969
2001.507,1535.06,33533,19957
2001.51,1536.65,33029,20764
2001.512,1538.37,34512,21250
2001.515,1540.91,41615,20187
2001.518,1543.59,45722,19644
2001.521,1546.02,43200,19555
2001.523,1548.36,43332,20563
2001.526,1550.95,45780,20581
2001.529,1553.53,45726,20624
2001.532,1556.38,48731,21000
2001.534,1559.18,48174,20938
2001.537,1562.09,48922,16948
2001.54,1565.09,49697,15015
2001.542,1567.32,43619,18241
2001.545,1568.51,43808,20051
2001.548,1570.09,38744,20479
2001.551,1571.94,41843,20456
2001.553,1575.17,55021,18672
2001.556,1577.62,46823,18500
2001.559,1579.79,45085,19999
2001.562,1581.92,45589,17953
2001.564,1583.8,43681,19000
2001.567,1585.86,46001,18956
2001.57,1587.67,42811,19049
2001.573,1589.44,44243,21006
2001.575,1591.49,47737,20823
2001.578,1592.71,37066,21044
2001.581,1593.72,34468,21208
2001.584,1594.59,32878,21456
2001.586,1595.55,34146,21544
2001.589,1596.76,36426,20539
2001.592,1598.01,36910,20500
2001.595,1599.29,37305,20500
2001.597,1600.74,40622,20460
2001.6,1602.35,43084,19500
2001.603,1604.14,45814,19589
2001.605,1606.65,56180,19411
2001.608,1608.73,49842,19368
2001.611,1610.36,43479,19500
2001.614,1612,43526,19500
2001.616,1615.29,67697,20030
2001.619,1620.07,88448,19018
2001.622,1622.79,63134,18956
2001.625,1625.09,56042,18689
2001.627,1627.22,53595,19000
2001.63,1628.99,47780,19030
2001.633,1630.69,47288,19676
2001.636,1632.17,43081,19044
2001.638,1634.04,49372,19000
2001.641,1635.74,46609,19000
2001.644,1637.12,41457,19044
2001.647,1638.19,36337,18956
2001.649,1639.18,35086,19009
2001.652,1640.14,35181,19357
2001.655,1641.2,38395,19438
2001.658,1642.19,37208,19500
2001.66,1643.15,36623,19456
2001.663,1643.98,34345,19500
2001.666,1644.92,37396,20586
2001.668,1645.57,32536,20913
2001.671,1646.07,30076,21130
2001.674,1646.65,31503,21130
2001.677,1647.28,31613,20348
2001.679,1647.74,28813,20587
2001.682,1648.08,26449,20369
2001.685,1648.38,25909,20544
2001.688,1648.64,25237,20587
2001.69,1648.96,26353,20630
2001.693,1649.24,25511,20500
2001.696,1649.42,23720,20500
2001.699,1649.65,24483,20370
2001.701,1649.67,21428,21070
2001.704,1649.79,22690,20544
2001.707,1649.67,18399,20545
2001.71,1649.51,17549,20411
2001.712,1649.28,15661,19774
2001.715,1648.96,13968,19695
2001.718,1648.63,14273,20174
2001.721,1648.43,15626,19203
2001.723,1648.23,15423,19000
2001.726,1648.06,16089,19130
2001.729,1647.88,15869,19087
2001.732,1647.67,15334,19089
2001.734,1647.45,15065,19000
2001.737,1647.15,13589,18955
2001.74,1646.82,13234,19133
2001.742,1646.38,11131,19000
2001.745,1645.99,10997,17975
2001.748,1645.71,11531,16539
2001.751,1645.42,10978,16164
2001.753,1645.2,11023,14958
2001.756,1645.01,11988,15386
2001.759,1644.8,11651,15406
2001.762,1644.58,10855,14789
2001.764,1644.32,10155,14805
2001.767,1643.99,9211,15111
2001.77,1643.64,8493,14753
2001.773,1643.33,9547,15091
2001.775,1643.03,9553,14918
2001.778,1642.71,8902,14624
2001.781,1642.41,9385,14750
2001.784,1642.06,8490,14750
2001.786,1641.66,7594,14750
2001.789,1641.26,7470,14624
2001.792,1640.85,7713,15045
2001.795,1640.46,7649,14623
2001.797,1640.08,7971,14767
2001.8,1639.62,7849,15454
2001.803,1639.2,8428,15250
2001.805,1638.75,7943,15250
2001.808,1638.32,8266,15250
2001.811,1637.87,7837,15148
2001.814,1637.37,7893,16014
2001.816,1636.88,8271,16227
2001.819,1636.4,8305,16100
2001.822,1635.92,8301,16100
2001.825,1635.44,8389,16184
2001.827,1634.96,8347,16142
2001.83,1634.46,7896,16016
2001.833,1633.95,7644,15931
2001.836,1633.46,7829,15786
2001.838,1632.97,7522,15479
2001.841,1632.48,7142,15100
2001.844,1632.08,8590,15087
2001.847,1631.63,8231,15542
2001.849,1631.15,7248,15044
2001.852,1630.63,7260,15703
2001.855,1630.1,7101,15709
2001.858,1629.56,6906,15679
2001.86,1629.05,6919,15203
2001.863,1628.55,6465,14583
2001.866,1628.02,6106,14714
2001.868,1627.48,6069,14842
2001.871,1626.95,6541,15147
2001.874,1626.41,5944,14714
2001.877,1625.85,5831,14930
2001.879,1625.3,5737,14670
2001.882,1624.75,5870,14800
2001.885,1624.2,5867,14800
2001.888,1623.59,5917,15826
2001.89,1622.92,6012,16892
2001.893,1622.28,6307,16702
2001.896,1621.59,5891,17100
2001.899,1620.86,5289,17143
2001.901,1620.16,5095,16464
2001.904,1619.35,5605,17727
2001.907,1618.51,6093,18400
2001.91,1617.66,6102,18551
2001.912,1616.82,5867,18174
2001.915,1615.95,5395,18288
2001.918,1615.05,5336,18374
2001.921,1614.2,5846,18300
2001.923,1613.39,6329,18191
2001.926,1612.55,6064,18371
2001.929,1611.68,5517,18264
2001.932,1610.83,5849,18300
2001.934,1609.93,5354,18537
2001.937,1609.01,5033,18511
2001.94,1608.06,4737,18657
2001.942,1607.09,4696,18907
2001.945,1606.13,4842,18907
2001.948,1605.19,5379,19146
2001.951,1604.43,5310,16445
2001.953,1603.62,5161,17029
2001.956,1602.86,5389,16524
2001.959,1602.16,5127,15382
2001.962,1601.46,5287,15538
2001.964,1600.76,5346,15602
2001.967,1600.03,5010,15704
2001.97,1599.4,6259,14577
2001.973,1598.88,6121,12947
2001.975,1598.35,5734,12692
2001.978,1597.82,5819,12777
2001.981,1597.31,5869,12565
2001.984,1596.75,5383,12735
2001.986,1596.21,5645,12734
2001.989,1595.67,5560,12650
2001.992,1595.14,5821,12779
2001.995,1594.59,5430,12650
2001.997,1594.04,5173,12394
2002,1593.44,5071,12949
2002.003,1592.88,5169,12520
2002.005,1592.31,4914,12397
2002.008,1591.7,4678,12692
2002.011,1591.01,5102,14161
2002.014,1590.28,4796,14377
2002.016,1589.52,4820,14800
2002.019,1588.72,4264,14766
2002.022,1587.9,4000,14766
2002.025,1587.1,4268,14771
2002.027,1586.26,4273,15300
2002.03,1585.45,4777,15413
2002.033,1584.6,4217,15375
2002.036,1583.75,3989,15149
2002.038,1582.9,3922,15080
2002.041,1582.12,5280,15520
2002.044,1581.39,5792,15376
2002.047,1580.63,5397,15375
2002.049,1579.81,4870,15338
2002.052,1578.91,4972,15376
2002.055,1578.12,6438,15224
2002.058,1577.32,5742,15338
2002.06,1576.44,5199,15372
2002.063,1575.55,5079,15368
2002.066,1574.74,5406,15232
2002.068,1573.81,5011,15300
2002.071,1572.94,5019,15077
2002.074,1572.06,5128,15300
2002.077,1571.17,5048,15338
2002.079,1570.27,5046,15451
2002.082,1569.32,4386,15368
2002.085,1568.43,4574,14863
2002.088,1567.51,4301,14936
2002.09,1566.59,4197,14834
2002.093,1565.64,3818,14800
2002.096,1564.7,3865,14732
2002.099,1563.76,3832,14698
2002.101,1562.82,3788,14656
2002.104,1561.86,3708,14800
2002.107,1561.06,5477,14725
2002.11,1560.16,4395,14800
2002.112,1559.22,5247,14686
2002.115,1558.36,6176,14545
2002.118,1557.5,6503,14871
2002.121,1556.59,6605,15460
2002.123,1555.56,6085,16107
2002.126,1554.5,5543,15857
2002.129,1553.43,5588,16000
2002.132,1552.37,5686,16000
2002.134,1551.32,5748,15965
2002.137,1550.23,5360,15964
2002.14,1549.12,5164,15967
2002.142,1548.02,5235,15933
2002.145,1546.83,4734,16314
2002.148,1545.64,4385,15964
2002.151,1544.47,4686,16071
2002.153,1543.35,4854,15751
2002.156,1542.19,4927,16214
2002.159,1541.05,5013,16106
2002.162,1539.87,4779,16000
2002.164,1538.62,6716,16358
2002.167,1538.02,11798,16426
2002.17,1538.08,15692,15229
2002.173,1537.26,9283,15607
2002.175,1536.34,9036,16128
2002.178,1535.4,8748,16000
2002.181,1534.4,8097,15811
2002.184,1533.27,7267,15982
2002.186,1532.11,7024,15973
2002.189,1530.92,7221,16398
2002.192,1530.04,9577,16364
2002.195,1529.06,8659,16216
2002.197,1527.94,8263,16903
2002.2,1526.75,8284,17464
2002.203,1525.48,7929,17725
2002.205,1524.24,7860,17424
2002.208,1523.07,8479,17500
2002.211,1521.92,8629,17500
2002.214,1520.76,8552,17500
2002.216,1519.79,9940,17506
2002.219,1518.61,11365,18434
2002.222,1517.46,11717,18977
2002.225,1516.16,11015,19226
2002.227,1514.87,10655,18797
2002.23,1513.48,10021,18795
2002.233,1511.91,8980,18891
2002.236,1510.29,8098,18326
2002.238,1508.65,8147,18500
2002.241,1507.02,8080,18370
2002.244,1505.44,8657,18630
2002.247,1504.32,11257,18327
2002.249,1503,9680,18017
2002.252,1502,10341,16653
2002.255,1501.03,10221,16344
2002.258,1499.96,9395,16124
2002.26,1498.93,10380,16300
2002.263,1498.08,11444,16326
2002.266,1497.3,11036,15516
2002.268,1496.46,10503,15330
2002.271,1495.67,10636,15174
2002.274,1495.11,9595,12812
2002.277,1494.6,9441,12368
2002.279,1494.05,9420,12579
2002.282,1493.8,10860,12300
2002.285,1494.01,13426,12216
2002.288,1494.32,14207,12426
2002.29,1494.61,14050,12385
2002.293,1494.79,13250,12215
2002.296,1494.65,13013,13818
2002.299,1494.28,12932,15056
2002.301,1494.2,13805,14265
2002.304,1494.12,14422,14882
2002.307,1493.64,13637,16398
2002.31,1493.23,15771,18126
2002.312,1493.02,16794,18000
2002.315,1493.31,21255,19500
2002.318,1493.92,23637,20132
2002.321,1494.1,19677,18640
2002.323,1493.62,16152,18913
2002.326,1492.74,13992,19044
2002.329,1491.74,14795,20543
2002.332,1490.7,14441,20413
2002.334,1489.88,15791,20500
2002.337,1489.13,16148,20457
2002.34,1488.64,17726,20543
2002.342,1488.9,21735,20241
2002.345,1489.56,24336,20542
2002.348,1490.18,24104,20544
2002.351,1490.78,24033,20586
2002.353,1491.76,26564,20937
2002.356,1493.08,30142,22558
2002.359,1494.73,31981,22500
2002.362,1496.62,33741,22888
2002.364,1499.1,37050,22800
2002.367,1501.69,38637,22800
2002.37,1505.06,44032,22756
2002.373,1509.18,48762,22756
2002.375,1513.56,50630,22976
2002.378,1518.11,51480,22756
2002.381,1521.69,47810,22844
2002.384,1524.01,40780,22889
2002.386,1525.28,32552,22755
2002.389,1526.03,28851,23067
2002.392,1527.03,30648,22934
2002.395,1528.3,32563,22766
2002.397,1529.82,34629,22905
2002.4,1531.58,36343,22772
2002.403,1533.46,34975,20472
2002.405,1534.96,35452,23882
2002.408,1535.98,32114,24246
2002.411,1536.82,29385,22906
2002.414,1537.2,29555,26627
2002.416,1537.76,31187,26868
2002.419,1538.65,33865,27000
2002.422,1539.44,33050,26956
2002.425,1540.22,33524,27063
2002.427,1541.21,37571,27939
2002.43,1542.36,38647,27456
2002.433,1543.98,43616,27854
2002.436,1546.02,47676,27825
2002.438,1548.52,52370,28044
2002.441,1551.11,53330,28134
2002.444,1553.91,55429,28184
2002.447,1556.46,54855,30042
2002.449,1558.43,48726,29557
2002.452,1559.95,44925,30134
2002.455,1561.23,44572,29866
2002.458,1562.77,47936,30134
2002.46,1564.17,46096,29911
2002.463,1564.95,39017,30000
2002.466,1565.41,36179,30860
2002.468,1565.4,31827,31943
2002.471,1565.2,29010,31322
2002.474,1565.28,32558,31633
2002.477,1565.98,39503,31411
2002.479,1567.32,47125,31634
2002.482,1568.58,45755,31189
2002.485,1570.08,49107,31766
2002.488,1571.44,47267,31545
2002.49,1573.04,49908,31411
2002.493,1574.4,47267,31544
2002.496,1575.41,44743,33067
2002.499,1576.48,44632,32262
2002.501,1577.86,48362,33103
2002.504,1579.52,52531,32647
2002.507,1581.68,60472,32867
2002.51,1583.07,50820,32571
2002.512,1583.76,41753,32694
2002.515,1584.2,38501,32724
2002.518,1584.81,40463,32455
2002.521,1585.5,41189,32131
2002.523,1586.27,41535,31425
2002.526,1587.01,41935,32221
2002.529,1587.67,40665,32000
2002.532,1588.28,39877,31868
2002.534,1588.86,39703,32088
2002.537,1589.35,38652,32220
2002.54,1589.93,39527,31912
2002.542,1590.65,41498,32044
2002.545,1591.46,42676,32044
2002.548,1592.29,42683,31780
2002.551,1593.32,46564,32132
2002.553,1594.11,42327,31956
2002.556,1594.87,41890,31912
2002.559,1595.4,38869,31912
2002.562,1595.8,37163,31911
2002.564,1596.21,37472,32089
2002.567,1596.43,34932,32044
2002.57,1596.57,33838,32000
2002.573,1596.74,34188,31956
2002.575,1596.86,33576,32000
2002.578,1596.95,33313,32132
2002.581,1597.29,31024,26560
2002.584,1598.1,31634,21000
2002.586,1599.03,33252,21043
2002.589,1600.75,44723,21000
2002.592,1602.3,43704,21000
2002.595,1603.55,39444,21130
2002.597,1604.95,41468,20957
2002.6,1606.28,40437,20956
2002.603,1607.97,45891,21131
2002.605,1609.93,49761,21044
2002.608,1612,51412,21089
2002.611,1614.06,50999,20823
2002.614,1615.83,46498,20566
2002.616,1617.78,49743,21174
2002.619,1620.68,64523,20958
2002.622,1622.79,55210,20939
2002.625,1624.23,44387,21000
2002.627,1625.37,39600,21087
2002.63,1626.41,37895,21000
2002.633,1627.3,35322,20870
2002.636,1628.08,33714,21043
2002.638,1628.88,34037,21044
2002.641,1629.78,35826,21526
2002.644,1630.81,36979,20474
2002.647,1631.98,40000,21000
2002.649,1633.15,40023,21000
2002.652,1634.64,45203,21000
2002.655,1636.29,47712,20913
2002.658,1638.28,53407,21087
2002.66,1640.25,53277,20869
2002.663,1641.65,46168,21131
2002.666,1642.98,44832,21043
2002.668,1644.37,45856,21000
2002.671,1645.4,39333,20913
2002.674,1646.4,38745,21217
2002.677,1647.03,32353,21088
2002.679,1647.54,30209,21089
2002.682,1647.87,26902,21000
2002.685,1648.67,35307,21000
2002.688,1650.19,47950,20867
2002.69,1650.62,28691,21000
2002.693,1650.97,27303,21044
2002.696,1651.22,25515,21045
2002.699,1652.2,38474,21044
2002.701,1653.48,41362,18471
2002.704,1654.44,36164,18997
2002.707,1655.23,33025,18897
2002.71,1655.93,31587,19068
2002.712,1656.57,30381,18932
2002.715,1657.04,27437,19034
2002.718,1657.43,26045,19069
2002.721,1657.7,24497,19669
2002.723,1657.87,23253,20213
2002.726,1657.87,21303,21303
2002.729,1657.84,20638,21175
2002.732,1657.79,19976,20869
2002.734,1657.69,19212,21000
2002.737,1657.52,18002,21043
2002.74,1657.29,16931,21044
2002.742,1657.05,17016,21309
2002.745,1656.76,15816,21000
2002.748,1656.5,15632,20282
2002.751,1656.33,15371,18411
2002.753,1656.11,14565,18500
2002.756,1655.9,14653,18412
2002.759,1655.65,14117,18588
2002.762,1655.38,13583,18412
2002.764,1655.1,13449,18457
2002.767,1654.79,13089,18631
2002.77,1654.51,13492,18500
2002.773,1654.16,12872,19128
2002.775,1653.76,12348,19500
2002.778,1653.36,12301,19455
2002.781,1653.1,14159,18808
2002.784,1652.7,12561,19713
2002.786,1652.31,12397,19372
2002.789,1651.89,12157,19671
2002.792,1651.42,11317,19543
2002.795,1650.96,11052,19457
2002.797,1650.47,10737,19500
2002.8,1650,11224,19630
2002.803,1649.5,10508,19413
2002.805,1649.06,10152,18021
2002.808,1648.59,9548,17957
2002.811,1648.14,9611,17660
2002.814,1647.65,9492,18253
2002.816,1647.15,8888,17831
2002.819,1646.64,8882,18000
2002.822,1646.11,8914,18393
2002.825,1645.55,8507,18526
2002.827,1645,8564,18400
2002.83,1644.46,8831,18487
2002.833,1643.9,8257,18271
2002.836,1643.38,8200,17500
2002.838,1642.86,8287,17586
2002.841,1642.36,8472,17414
2002.844,1641.84,8283,17586
2002.847,1641.3,7843,17500
2002.849,1640.71,6864,17414
2002.852,1640.19,8200,17500
2002.855,1639.64,8126,17373
2002.858,1639.07,8369,17627
2002.86,1638.52,8238,17169
2002.863,1637.97,8064,17000
2002.866,1637.44,8012,16619
2002.868,1636.9,8130,16899
2002.871,1636.32,8080,17500
2002.874,1635.7,7598,17670
2002.877,1635.11,7573,17156
2002.879,1634.5,7735,17640
2002.882,1633.88,7427,17500
2002.885,1633.22,6815,17534
2002.888,1632.56,6989,17705
2002.89,1631.9,6945,17668
2002.893,1631.25,7070,17627
2002.896,1630.64,7096,17000
2002.899,1629.97,6512,17398
2002.901,1629.28,6463,17670
2002.904,1628.6,6459,17500
2002.907,1627.96,6991,17398
2002.91,1627.29,6618,17500
2002.912,1626.59,6168,17534
2002.915,1625.8,5724,18559
2002.918,1624.95,6094,19897
2002.921,1624.1,6093,19898
2002.923,1623.25,5942,19750
2002.926,1622.38,5872,20000
2002.929,1621.49,5506,19963
2002.932,1620.61,5375,19666
2002.934,1619.68,5404,20000
2002.937,1618.7,5536,19894
2002.94,1617.74,5797,19857
2002.942,1616.8,6228,20000
2002.945,1615.84,5935,20000
2002.948,1614.88,5935,20000
2002.951,1613.91,5794,20000
2002.953,1612.92,5709,20214
2002.956,1611.92,5384,20035
2002.959,1610.94,5644,20000
2002.962,1609.95,5644,20145
2002.964,1608.96,5494,20000
2002.967,1607.96,5349,20000
2002.97,1606.89,5055,20731
2002.973,1605.7,5107,22537
2002.975,1604.6,5705,21821
2002.978,1603.39,4834,22561
2002.981,1602.19,4670,22251
2002.984,1600.9,4372,23268
2002.986,1599.68,4381,21768
2002.989,1598.39,5779,22713
2002.992,1597.13,5957,22500
2002.995,1595.86,5756,22429
2002.997,1594.65,5438,21324
2003,1593.34,4280,21478
2003.003,1592.52,4441,15206
2003.005,1591.65,4929,16357
2003.008,1590.82,5638,16531
2003.011,1590.04,5757,15998
2003.014,1589.2,4968,15998
2003.016,1588.34,4734,16024
2003.019,1587.5,5033,16062
2003.022,1586.63,4604,16025
2003.025,1585.78,4940,16100
2003.027,1584.91,4679,16100
2003.03,1583.95,4057,16661
2003.033,1582.94,4030,17289
2003.036,1581.94,3821,16950
2003.038,1581,3859,16200
2003.041,1580.07,3878,16087
2003.044,1579.08,4494,16049
2003.047,1578.05,4406,16313
2003.049,1577.08,4986,16200
2003.052,1576.13,5069,16051
2003.055,1575.15,4906,16236
2003.058,1574.18,4880,16093
2003.06,1573.17,4488,16165
2003.063,1572.11,4368,16621
2003.066,1571.04,4193,16564
2003.068,1569.97,4124,16494
2003.071,1568.86,3903,16635
2003.074,1567.76,3813,16529
2003.077,1566.74,4600,16393
2003.079,1565.73,4859,16534
2003.082,1564.7,4858,16766
2003.085,1563.7,4674,16234
2003.088,1562.81,4923,15212
2003.09,1561.96,5025,14851
2003.093,1561.18,5683,14700
2003.096,1560.24,3866,14734
2003.099,1559.2,4108,14666
2003.101,1558.16,4682,14802
2003.104,1557.16,4970,14700
2003.107,1556.16,4969,14700
2003.11,1555.13,4678,14700
2003.112,1554.14,4965,14598
2003.115,1553.11,4677,14700
2003.118,1552.07,4543,14662
2003.121,1551,4250,14662
2003.123,1549.93,4207,14549
2003.126,1548.79,3877,14969
2003.129,1547.61,3630,15112
2003.132,1546.47,3651,14744
2003.134,1545.57,5915,14812
2003.137,1545.04,8085,13242
2003.14,1544.57,6837,11411
2003.142,1544.1,5707,10280
2003.145,1543.66,5230,9511
2003.148,1543.23,5116,9300
2003.151,1542.82,5395,9384
2003.153,1542.43,5764,9559
2003.156,1542.03,5321,9213
2003.159,1541.61,5169,9257
2003.162,1541.21,5682,9574
2003.164,1540.87,6886,10194
2003.167,1540.86,11422,11519
2003.17,1540.84,12489,12684
2003.173,1540.44,8847,12719
2003.175,1539.86,7288,12650
2003.178,1539.22,7679,12615
2003.181,1538.52,7410,12811
2003.184,1537.84,7364,12608
2003.186,1537.02,7020,13345
2003.189,1536.22,7167,13333
2003.192,1535.25,6716,14198
2003.195,1534.13,5637,14278
2003.197,1532.96,5976,15000
2003.2,1531.78,6239,15342
2003.203,1530.53,6893,16533
2003.205,1529.29,6939,16500
2003.208,1528.03,6813,16533
2003.211,1526.66,5899,16467
2003.214,1525.28,5889,16533
2003.216,1523.93,5957,16367
2003.219,1522.66,6301,16097
2003.222,1521.35,7282,17386
2003.225,1520.07,7060,16934
2003.227,1518.75,8837,17266
2003.23,1517.57,9620,17069
2003.233,1516.29,8914,17000
2003.236,1514.86,8046,17071
2003.238,1513.5,8778,17362
2003.241,1512.57,10846,16718
2003.244,1512,12863,16462
2003.247,1511.12,10857,16413
2003.249,1509.92,8640,16219
2003.252,1508.76,8781,16102
2003.255,1507.68,8875,15692
2003.258,1506.72,8952,15012
2003.26,1506.2,8417,11700
2003.263,1505.62,7789,11450
2003.266,1505.22,7974,10500
2003.268,1505.02,9064,10326
2003.271,1505.16,10956,10072
2003.274,1505.65,13636,10542
2003.277,1506.12,12958,9992
2003.279,1506.81,13081,8725
2003.282,1507.75,14234,8300
2003.285,1508.94,15769,8258
2003.288,1510.01,15056,8300
2003.29,1511.11,15245,8300
2003.293,1512.17,14992,8300
2003.296,1512.93,13452,8655
2003.299,1513.73,14050,9000
2003.301,1514.65,14850,9042
2003.304,1515.38,13565,8958
2003.307,1515.57,11093,9893
2003.31,1515.45,13542,14300
2003.312,1515.76,16981,15024
2003.315,1516.4,19371,15332
2003.318,1517.37,21284,15156
2003.321,1518.16,20099,15112
2003.323,1518.6,18020,15242
2003.326,1518.2,14962,17488
2003.329,1517.18,15262,21701
2003.332,1516.5,18345,22641
2003.334,1516.16,20980,23127
2003.337,1515.9,21309,22950
2003.34,1514.99,17382,23126
2003.342,1513.74,15061,22950
2003.345,1512.63,15988,22995
2003.348,1511.59,16385,22950
2003.351,1510.8,17916,22905
2003.353,1510.66,22290,23173
2003.356,1511,24566,22419
2003.359,1511.96,29142,23082
2003.362,1513.15,30506,22994
2003.364,1514.66,32217,22685
