Time,Levels(ft),Inflows(Cs),Disch(Cs)
2013.551,1640.55,61837,36998
2013.553,1641.4,51885,36694
2013.556,1642.36,52832,35675
2013.559,1643.28,52810,36367
2013.562,1644.36,55907,36605
2013.564,1645.34,54015,36500
2013.567,1646.09,50029,36625
2013.57,1646.7,47360,36458
2013.573,1647.23,45971,36500
2013.575,1647.87,47814,36375
2013.578,1648.5,47760,36500
2013.581,1648.98,45079,36500
2013.584,1649.53,46254,36425
2013.586,1650.19,48187,36391
2013.589,1650.93,48351,35126
2013.592,1651.43,44727,35791
2013.595,1652.09,47717,35921
2013.597,1652.94,49942,34751
2013.6,1653.68,46180,32954
2013.603,1654.88,56718,35713
2013.605,1656.45,59669,31773
2013.608,1657.38,47794,31173
2013.611,1658.3,47577,31134
2013.614,1659.45,51553,31000
2013.616,1660.51,50754,31000
2013.619,1661.74,54845,30910
2013.622,1662.79,51750,31316
2013.625,1663.83,51645,31406
2013.627,1664.72,48546,31226
2013.63,1665.73,50970,31315
2013.633,1666.66,49099,31000
2013.636,1667.48,46866,30909
2013.638,1668.56,52154,31136
2013.641,1669.5,49337,31045
2013.644,1670.36,47737,31000
2013.647,1671.24,48125,31000
2013.649,1672.09,47541,31000
2013.652,1672.85,45655,30865
2013.655,1673.45,42767,31090
2013.658,1674.1,43506,31045
2013.66,1674.55,39576,30819
2013.663,1674.96,39025,31046
2013.666,1675.57,42871,31000
2013.668,1675.98,38933,30954
2013.671,1676.18,33393,29500
2013.674,1676.42,31753,27083
2013.677,1676.59,31058,27750
2013.679,1676.73,28612,25887
2013.682,1676.9,27683,24375
2013.685,1677.13,27997,23521
2013.688,1677.67,34138,23630
2013.69,1677.82,26183,23264
2013.693,1677.93,25943,23802
2013.696,1678,25206,23843
2013.699,1678.16,26827,23713
2013.701,1678.29,25826,23297
2013.704,1678.32,24348,23764
2013.707,1678.45,25332,22802
2013.71,1678.55,22452,20506
2013.712,1678.5,19281,20254
2013.715,1678.39,18542,20683
2013.718,1678.32,19281,20643
2013.721,1678.19,18383,20913
2013.723,1678.11,20577,22133
2013.726,1678.01,19378,21324
2013.729,1677.86,18463,21383
2013.732,1677.6,20182,25242
2013.734,1677.35,19624,24489
2013.737,1677.23,18538,20873
2013.74,1677.04,17119,20817
2013.742,1677.01,19944,20527
2013.745,1676.99,19552,19442
2013.748,1676.87,17382,19717
2013.751,1676.67,16412,20304
2013.753,1676.42,14904,19769
2013.756,1676.27,15344,18263
2013.759,1676.17,16058,18004
2013.762,1675.99,14655,18159
2013.764,1675.88,15489,17629
2013.767,1675.79,15315,17067
2013.77,1675.71,15153,16709
2013.773,1675.75,16378,15600
2013.775,1675.8,15606,14633
2013.778,1675.9,15578,13632
2013.781,1676.07,15494,12185
2013.784,1676.22,13718,10799
2013.786,1676.37,13122,10203
2013.789,1676.49,12375,10040
2013.792,1676.62,12058,9528
2013.795,1676.72,10946,9000
2013.797,1676.8,10930,9373
2013.8,1676.87,11467,10105
2013.803,1676.84,9933,10517
2013.805,1676.81,10177,10700
2013.808,1676.8,10593,10788
2013.811,1676.76,9847,10625
2013.814,1676.71,9627,10600
2013.816,1676.67,9696,10475
2013.819,1676.64,10216,10800
2013.822,1676.55,9245,10996
2013.825,1676.44,8925,11066
2013.827,1676.36,9220,10776
2013.83,1676.26,9037,10983
2013.833,1676.2,9495,10663
2013.836,1676.1,8948,10894
2013.838,1675.87,8099,12576
2013.841,1675.59,6872,12321
2013.844,1675.4,9899,13596
2013.847,1675.04,8293,15299
2013.849,1674.68,8489,15495
2013.852,1674.38,9004,14842
2013.855,1674.15,9662,14138
2013.858,1673.85,8687,14525
2013.86,1673.55,8857,14695
2013.863,1673.26,8811,14454
2013.866,1672.98,8391,13841
2013.868,1672.67,8043,14076
2013.871,1672.33,7776,14392
2013.874,1671.97,7394,14400
2013.877,1671.6,7600,14800
2013.879,1671.27,8461,14883
2013.882,1670.91,7843,14849
2013.885,1670.52,7002,14592
2013.888,1670.16,7154,14159
2013.89,1669.84,7416,13645
2013.893,1669.49,7130,13941
2013.896,1669.13,6991,13996
2013.899,1668.79,7383,14000
2013.901,1668.43,6871,13876
2013.904,1668.08,7177,13988
2013.907,1667.74,6882,13500
2013.91,1667.34,6933,14717
2013.912,1666.92,7477,15650
2013.915,1666.47,7258,16015
2013.918,1666,7225,16371
2013.921,1665.51,7335,16871
2013.923,1664.95,6900,17798
2013.926,1664.32,6132,18392
2013.929,1663.73,7006,18488
2013.932,1663.12,6821,18692
2013.934,1662.51,6871,18741
2013.937,1661.92,7088,18571
2013.94,1661.26,6207,19050
2013.942,1660.56,6499,20121
2013.945,1659.8,5886,20358
2013.948,1659.06,6624,19850
2013.951,1658.33,6712,19758
2013.953,1657.62,7100,19791
2013.956,1656.86,6286,19868
2013.959,1656.17,7047,19379
2013.962,1655.49,6218,18370
2013.964,1654.89,6408,17131
2013.967,1654.35,5465,15116
2013.97,1653.76,5086,15631
2013.973,1653.32,7257,15121
2013.975,1652.95,7787,14400
2013.978,1652.49,5963,14184
2013.981,1651.96,6301,15772
2013.984,1651.39,6433,16619
2013.986,1650.78,6081,16983
2013.989,1650.17,6123,17026
2013.992,1649.52,5833,17450
2013.995,1648.87,5600,17216
2013.997,1648.17,4324,16835
2014,1647.47,4651,17162
2014.003,1646.83,5531,16969
2014.005,1646.19,5655,17093
2014.008,1645.49,5369,17879
2014.011,1644.78,5411,18100
2014.014,1644.08,5406,17917
2014.016,1643.34,5167,18392
2014.019,1642.57,4670,18433
2014.022,1641.81,4960,18542
2014.025,1641.05,5009,18592
2014.027,1640.36,6497,18829
2014.03,1639.6,5900,18781
2014.033,1638.82,5927,18500
2014.036,1638.04,6013,18584
2014.038,1637.28,6167,18416
2014.041,1636.53,6454,18542
2014.044,1635.81,6536,18142
2014.047,1635.11,6107,17389
2014.049,1634.41,6105,17388
2014.052,1633.76,6614,17091
2014.055,1633.1,5826,16463
2014.058,1632.47,5663,15817
2014.06,1632.23,10707,14574
2014.063,1631.88,6307,11950
2014.066,1631.53,6310,11950
2014.068,1631.14,5976,12262
2014.071,1630.75,5919,12206
2014.074,1630.36,6302,12588
2014.077,1629.82,5697,14401
2014.079,1629.09,5418,17183
2014.082,1628.36,5833,17600
2014.085,1627.61,4699,16786
2014.088,1626.94,5298,16097
2014.09,1626.24,4468,15750
2014.093,1625.56,5222,16183
2014.096,1624.83,4534,16300
2014.099,1624.16,5605,16404
2014.101,1623.45,5298,16742
2014.104,1622.91,7722,16425
2014.107,1622.29,6466,16458
2014.11,1621.62,5400,16200
2014.112,1620.92,5217,16500
2014.115,1620.23,5614,16734
2014.118,1619.47,5783,17041
2014.121,1618.68,5866,17117
2014.123,1618,7906,17592
2014.126,1617.39,8411,17100
2014.129,1616.72,7475,17017
2014.132,1615.99,7051,17450
2014.134,1615.24,6984,17666
2014.137,1614.46,6789,17900
2014.14,1613.63,6568,18390
2014.142,1612.66,6562,20378
2014.145,1611.69,7017,20833
2014.148,1610.73,6684,20358
2014.151,1609.74,6382,20483
2014.153,1608.69,5644,20600
2014.156,1607.61,5616,21000
2014.159,1606.6,6214,20599
2014.162,1605.6,6274,20518
2014.164,1604.83,8332,19300
2014.167,1603.93,6181,19000
2014.17,1603.05,6266,18800
2014.173,1602.18,6329,18721
2014.175,1601.26,5501,18604
2014.178,1600.36,5536,18356
2014.181,1599.37,5685,18675
2014.184,1598.43,6860,18593
2014.186,1597.48,7094,18950
2014.189,1596.45,6128,18982
2014.192,1595.61,6817,17301
2014.195,1594.97,8254,16241
2014.197,1594.17,7624,17608
2014.2,1593.16,5717,18322
2014.203,1592.04,4738,18716
2014.205,1590.85,4239,19091
2014.208,1589.66,4466,19317
2014.211,1588.69,7085,19192
2014.214,1587.69,6520,19000
2014.216,1586.62,5731,19084
2014.219,1585.61,6594,19200
2014.222,1584.76,8633,19241
2014.225,1583.85,7897,19254
2014.227,1583.21,7780,15767
2014.23,1582.86,10211,14579
2014.233,1582.71,9749,11621
2014.236,1582.56,9745,11617
2014.238,1582.43,10156,11779
2014.241,1582.48,12024,11400
2014.244,1582.29,9745,12116
2014.247,1582.14,10228,12100
2014.249,1581.93,9741,12363
2014.252,1581.71,9832,12577
2014.255,1581.49,10429,13175
2014.258,1581.11,8775,13517
2014.26,1580.69,8708,13950
2014.263,1580.37,9507,13500
2014.266,1580.12,10031,13151
2014.268,1580.32,14346,11850
2014.271,1580.7,16917,12175
2014.274,1580.91,14855,12234
2014.277,1580.72,10212,12583
2014.279,1581.1,16146,11404
2014.282,1581.63,15998,9384
2014.285,1581.98,12726,8358
2014.288,1582.21,11058,8186
2014.29,1582.45,10870,7875
2014.293,1582.83,12542,7800
2014.296,1583.1,11170,7800
2014.299,1583.36,11090,7845
2014.301,1583.73,12417,7800
2014.304,1583.98,10965,7845
2014.307,1584.23,10965,7845
2014.31,1584.5,11170,7800
2014.312,1584.76,11045,7800
2014.315,1585.12,12994,8501
2014.318,1585.45,12743,8625
2014.321,1585.52,11551,10677
2014.323,1585.08,12467,17959
2014.326,1584.58,12516,18756
2014.329,1584.14,14761,20252
2014.332,1583.6,13600,20339
2014.334,1583.1,14364,20604
2014.337,1582.52,14240,21478
2014.34,1582.08,17266,22758
2014.342,1581.86,20526,23272
2014.345,1581.57,21040,23759
2014.348,1581.32,21299,24419
2014.351,1581.02,21256,25000
2014.353,1580.87,23528,25400
2014.356,1580.73,23695,25443
2014.359,1580.52,22047,24667
2014.362,1580.41,22756,24129
2014.364,1580.17,21765,24760
2014.367,1579.72,20139,25166
2014.37,1579.17,19459,25166
2014.373,1578.29,15868,25000
2014.375,1577.4,15764,25000
2014.378,1576.61,16804,25000
2014.381,1576.07,16550,22154
2014.384,1575.56,15847,21139
2014.386,1575.39,19687,21451
2014.389,1575.11,18505,21410
2014.392,1574.81,18297,21410
2014.395,1574.72,20476,21410
2014.397,1574.54,18512,20380
2014.4,1574.22,16980,20300
2014.403,1573.97,17614,20208
2014.405,1573.76,17929,20108
2014.408,1573.81,19253,18734
2014.411,1574.21,23858,19708
2014.414,1574.52,24300,21083
2014.416,1574.67,23150,21594
2014.419,1574.82,23190,21633
2014.422,1574.82,21508,21508
2014.425,1574.88,23248,22626
2014.427,1575.2,26145,22825
2014.43,1575.78,28818,22800
2014.433,1576.63,29899,21078
2014.436,1577.84,32041,19486
2014.438,1578.99,33112,21179
2014.441,1579.97,32672,22503
2014.444,1580.73,33121,23700
2014.447,1581.16,30796,25429
2014.449,1581.5,29858,25615
2014.452,1581.76,28220,24975
2014.455,1582.38,32772,25034
2014.458,1583.57,40785,25933
2014.46,1585.04,44145,25800
2014.463,1587.17,52384,25800
2014.466,1589.57,5691,25738
2014.468,1591.8,53833,26003
2014.471,1594.03,53803,25972
2014.474,1595.6,45619,26025
2014.477,1596.46,37139,26405
2014.479,1596.88,31431,26190
2014.482,1597.3,31163,25921
2014.485,1597.71,31911,26794
2014.488,1598.05,20888,26645
2014.49,1598.62,33682,26568
2014.493,1599.64,39187,26457
2014.496,1600.59,39527,26630
2014.499,1601.86,44303,26213
2014.501,1603.77,51635,24430
2014.504,1605.33,46957,24738
2014.507,1606.71,44457,24800
2014.51,1607.93,42500,25124
2014.512,1609.06,41665,25569
2014.515,1610.17,41537,25727
2014.518,1611.41,43567,25905
2014.521,1612.58,42674,26008
2014.523,1613.77,43250,26300
2014.526,1615.12,45442,26214
2014.529,1616.62,47624,26258
2014.532,1618.36,51126,23642
2014.534,1620.22,53080,26175
2014.537,1622.1,56519,26217
2014.54,1624.15,59008,25967
2014.542,1625.9,53802,25596
2014.545,1627.38,49654,25800
2014.548,1629.3,56746,25800
2014.551,1630.87,51105,25800
2014.553,1632.17,46692,25738
2014.556,1633.22,42565,25642
2014.559,1634.45,45383,25558
2014.562,1635.98,52472,25812
2014.564,1637.64,52657,25900
2014.567,1639.33,53138,25900
2014.57,1641.44,62435,25900
2014.573,1643.48,62319,25859
2014.575,1645.54,62716,25900
2014.578,1647.41,59321,25900
2014.581,1649.19,57713,25900
2014.584,1650.99,58070,25900
2014.586,1652.48,52104,25475
2014.589,1653.84,49765,25458
2014.592,1655.14,48733,25500
2014.595,1656.38,47746,25584
2014.597,1657.56,46837,25749
2014.6,1658.8,46894,24731
2014.603,1660.16,49577,25017
2014.605,1661.47,50610,25118
2014.608,1662.5,45045,25000
2014.611,1663.5,44539,25079
2014.614,1664.44,43453,25160
2014.616,1665.41,43835,24958
2014.619,1667.68,69800,25625
2014.622,1669.89,74760,31958
2014.625,1671.2,57354,31942
2014.627,1671.61,42812,34833
2014.63,1671.9,37643,32000
2014.633,1672.14,36670,32000
2014.636,1672.35,36087,32000
2014.638,1672.52,35267,31959
2014.641,1672.63,34016,31875
2014.644,1672.67,32736,31958
2014.647,1672.68,32237,32042
2014.649,1672.62,30832,32000
2014.652,1672.52,30054,32000
2014.655,1672.38,29401,32125
2014.658,1672.55,29108,25800
2014.66,1672.6,26814,25814
2014.663,1672.43,22492,25800
2014.666,1672.3,23564,26094
2014.668,1672.35,26150,25307
2014.671,1672.31,23430,24208
2014.674,1672.3,23202,23397
2014.677,1672.6,24128,18290
2014.679,1673.17,25770,14677
2014.682,1673.81,26000,13545
2014.685,1674.51,25920,12298
2014.688,1675.34,27910,11758
2014.69,1676.09,26355,11759
2014.693,1676.58,23186,13650
2014.696,1677.05,22989,13843
2014.699,1677.47,22173,14000
2014.701,1677.81,20640,14023
2014.704,1678.13,20549,14321
2014.707,1678.33,18142,14250
2014.71,1678.43,16806,14860
2014.712,1678.49,17830,16663
2014.715,1678.42,17796,19158
2014.718,1678.36,19637,20804
2014.721,1678.34,21451,21841
2014.723,1678.19,19251,22170
2014.726,1677.95,17562,22233
2014.729,1677.64,16820,22853
2014.732,1677.36,18440,23888
2014.734,1677,16994,24000
2014.737,1676.6,16216,24000
2014.74,1676.11,14465,24000
2014.742,1675.69,15479,23654
2014.745,1675.16,13237,23550
2014.748,1674.75,15562,23542
2014.751,1674.19,12602,23500
2014.753,1673.75,14481,23043
2014.756,1673,13542,22688
2014.759,1672.88,14184,21969
2014.762,1672.48,13766,21550
2014.764,1672.12,13900,20906
2014.767,1671.76,13970,20975
2014.77,1671.44,13420,19648
2014.773,1671.09,12039,18850
2014.775,1670.71,11455,18850
2014.778,1670.35,10644,17650
2014.781,1670,10356,17167
2014.784,1669.59,9537,17517
2014.786,1669.21,9061,16554
2014.789,1668.94,10128,15383
2014.792,1668.65,9665,15308
2014.795,1668.36,10391,16034
2014.797,1668.04,9922,16150
2014.8,1667.7,9052,15669
2014.803,1667.34,8494,15500
2014.805,1666.98,8274,15279
2014.808,1666.63,8672,15483
2014.811,1666.27,8394,15400
2014.814,1665.92,8588,15400
2014.816,1665.58,8667,15283
2014.819,1665.26,8440,14667
2014.822,1664.97,9056,14700
2014.825,1664.65,8175,14402
2014.827,1664.36,8115,13758
2014.83,1664.1,8340,13400
2014.833,1663.8,8003,13842
2014.836,1663.44,7388,14394
2014.838,1663.04,6750,14534
2014.841,1662.62,6441,14614
2014.844,1662.17,6181,14938
2014.847,1661.83,8567,15184
2014.849,1661.42,6837,14816
2014.852,1660.92,4795,14525
2014.855,1660.43,4789,14324
2014.858,1659.95,4578,13839
2014.86,1659.45,4743,13679
2014.863,1658.59,3692,13700
2014.866,1658.32,3633,13821
2014.868,1657.77,3927,13757
2014.871,1657.42,7243,13499
2014.874,1657.04,6751,13542
2014.877,1656.69,7519,13774
2014.879,1656.31,7093,13884
2014.882,1655.92,6842,13813
2014.885,1655.55,6922,13534
2014.888,1655.18,6670,13283
2014.89,1654.8,6409,13200
2014.893,1654.41,6086,13056
2014.896,1653.95,5546,13767
2014.899,1653.5,5682,13725
2014.901,1653.02,5291,13870
2014.904,1652.52,4988,13925
2014.907,1652.01,4451,13565
2014.91,1651.5,4414,13529
2014.912,1651,4621,13557
2014.915,1650.48,4584,13877
2014.918,1649.95,4941,14413
2014.921,1649.34,4177,15079
2014.923,1648.7,4695,16133
2014.926,1648.1,56876,16410
2014.929,1647.42,4503,16657
2014.932,1646.75,4482,16455
2014.934,1646.13,5235,16317
2014.937,1645.49,5088,16525
2014.94,1644.82,4898,16873
2014.942,1644.11,4669,17358
2014.945,1643.37,4258,17483
2014.948,1642.72,4510,16128
2014.951,1642.28,6083,13947
2014.953,1642.08,8444,12018
2014.956,1641.7,5086,11877
2014.959,1641.27,5271,12957
2014.962,1640.8,4741,13140
2014.964,1640.34,4840,13061
2014.967,1639.87,5060,13233
2014.97,1639.35,4666,13047
2014.973,1638.81,4496,13200
2014.975,1638.28,4579,13121
2014.978,1637.72,4266,13292
2014.981,1637.14,4132,13479
2014.984,1636.56,4223,13572
2014.986,1635.96,4337,14008
2014.989,1635.36,4669,14340
2014.992,1634.75,4695,14527
2014.995,1634.12,4887,15041
2014.997,1633.5,5067,15060
2015,1632.71,4609,17342
2015.003,1632.01,3788,15070
2015.005,1631.3,3584,15028
2015.008,1630.67,4386,14540
2015.011,1630.07,4269,13940
2015.014,1629.47,4766,14437
2015.016,1628.88,5536,15046
2015.019,1628.37,6803,15023
2015.022,1627.76,5261,15099
2015.025,1627.17,5819,15328
2015.027,1626.52,4348,14825
2015.03,1625.92,4990,14661
2015.033,1625.31,4791,14623
2015.036,1624.74,4976,14163
2015.038,1624.28,6002,13416
2015.041,1623.82,5185,12600
2015.044,1623.32,5170,13229
2015.047,1622.78,5297,14000
2015.049,1622.17,4468,14299
2015.052,1621.53,4224,14539
2015.055,1620.86,3315,14115
2015.058,1620.27,3204,12713
2015.06,1619.74,3837,11892
2015.063,1619.3,5532,11800
2015.066,1618.8,4746,11867
2015.068,1618.24,4132,12108
2015.071,1617.65,4309,12714
2015.074,1617.02,4490,13463
2015.077,1616.24,3941,15050
2015.079,1615.46,4076,15187
2015.082,1614.59,5664,18056
2015.085,1613.61,5517,19476
2015.088,1612.57,4768,19581
2015.09,1611.58,5679,19779
2015.093,1610.64,5267,18657
2015.096,1609.74,5481,18300
2015.099,1608.78,4927,18600
2015.101,1607.8,5118,19078
2015.104,1606.79,4615,19000
2015.107,1605.65,3180,19419
2015.11,1604.52,3447,19542
2015.112,1603.31,2767,20000
2015.115,1602.08,3273,20792
2015.118,1600.79,3237,21611
2015.121,1599.44,3432,21674
2015.123,1598.05,4663,22011
2015.126,1596.69,5319,22292
2015.129,1595.4,4915,21015
2015.132,1594.09,4801,21150
2015.134,1592.72,4694,21791
2015.137,1591.42,5615,21840
2015.14,1590.36,8502,21731
2015.142,1589.23,6716,20819
2015.145,1588.25,8397,20628
2015.148,1587.22,8038,20892
2015.151,1586.2,8310,21040
2015.153,1585.26,8081,19813
2015.156,1584.08,4673,19400
2015.159,1582.86,4008,19233
2015.162,1581.7,3624,18102
2015.164,1580.95,65440,15900
2015.167,1581.58,19767,11905
2015.17,1581.82,11945,8949
2015.173,1581.83,9490,9366
2015.175,1581.81,10100,10349
2015.178,1581.59,7821,10567
2015.181,1581.19,5408,10400
2015.184,1581.05,8653,10400
2015.186,1580.85,7865,10361
2015.189,1580.63,7693,10439
2015.192,1580.35,8185,11679
2015.195,1580,7553,11921
2015.197,1579.42,6523,12541
2015.2,1578.92,6812,12000
2015.203,1578.5,7162,11521
2015.205,1578.36,9110,10562
2015.208,1578.24,9075,10321
2015.211,1578.02,7880,10162
2015.214,1577.66,6665,10400
2015.216,1577.32,6913,10441
2015.219,1577.06,7702,10400
2015.222,1576.7,6664,10400
2015.225,1576.48,8235,10518
2015.227,1576.39,9467,10400
2015.23,1576.37,10359,10567
2015.233,1576.26,11251,12392
2015.236,1576.1,12128,13788
2015.238,1576.07,13966,14278
2015.241,1576.15,15184,14353
2015.244,1576.21,13300,12678
2015.247,1576.65,14860,10294
2015.249,1577.12,15583,10706
2015.252,1577.12,11368,11368
2015.255,1577.29,13223,11460
2015.258,1577.73,15279,10714
2015.26,1578.19,15074,10300
2015.263,1578.54,13163,9532
2015.266,1578.83,12750,9741
2015.268,1579.16,12246,8820
2015.271,1579.44,11847,8943
2015.274,1579.64,10552,8476
2015.277,1579.87,10891,8505
2015.279,1579.87,10891,8505
2015.282,1580.39,13466,8724
2015.285,1580.77,13079,8336
2015.288,1581.08,12246,8378
2015.29,1581.56,14330,8339
2015.293,1582.1,15039,8299
2015.296,1582.6,14622,8382
2015.299,1583.18,15501,8263
2015.301,1583.62,13878,8386
2015.304,1584.23,16077,8465
2015.307,1585,18075,8465
2015.31,1585.75,17825,8465
2015.312,1586.51,17951,8465
2015.315,1587.31,19474,9490
2015.318,1587.89,18961,11723
2015.321,1588.56,20677,12315
2015.323,1589.1,19597,12857
2015.326,1589.7,19842,12354
2015.329,1590.24,20443,13704
2015.332,1590.6,19093,14600
2015.334,1591.02,20131,14889
2015.337,1591.14,17124,15627
2015.34,1591.17,16145,15770
2015.342,1591.24,17295,16422
2015.345,1591.48,20049,17054
2015.348,1591.85,22110,17492
2015.351,1592.44,24964,17600
2015.353,1593.18,26795,17560
2015.356,1593.53,26595,22227
2015.359,1594.06,29449,22834
2015.362,1594.84,32690,22956
2015.364,1595.48,30952,22965
2015.367,1595.62,24972,23044
2015.37,1596.02,28042,23049
2015.373,1596.03,23164,23040
2015.375,1596.21,25372,23125
2015.378,1596.95,32193,22958
2015.381,1597.7,33193,23833
2015.384,1598.23,31739,25125
2015.386,1598.67,30492,25000
2015.389,1599.14,30824,24958
2015.392,1599.6,30741,25000
2015.395,1600.02,30277,25000
2015.397,1600.4,30412,25000
2015.4,1600.55,27137,25000
2015.403,1600.52,24449,24876
2015.405,1600.42,23575,25000
2015.408,1600.44,25285,25000
2015.411,1600.54,26425,25000
2015.414,1600.44,25283,26708
2015.416,1600.33,24516,26083
2015.419,1600.11,22866,26000
2015.422,1599.52,18778,26334
2015.425,1598.78,17492,26729
2015.427,1598.15,19617,27479
2015.43,1597.12,20932,26298
2015.433,1597.64,23443,24442
2015.436,1597.63,24571,24696
2015.438,1597.91,31084,27589
2015.441,1598.07,31422,29425
2015.444,1598.57,36698,30458
2015.447,1598.81,33795,30800
2015.449,1598.5,27764,31633
2015.452,1598.56,34166,33417
2015.455,1598.43,32377,34000
2015.458,1598.2,31130,34000
2015.46,1597.57,26097,33959
2015.463,1597.47,32752,34000
2015.466,1598.54,47394,34041
2015.468,1599.72,48728,34000
2015.471,1600.28,41483,34000
2015.474,1600.72,40226,33959
2015.477,1600.84,35750,34041
2015.479,1601.45,42688,34000
2015.482,1602.24,45253,34000
2015.485,1602.65,39839,34000
2015.488,1602.51,32006,34000
2015.49,1602.34,31579,34000
2015.493,1602.26,32944,34083
2015.496,1601.95,27434,31850
2015.499,1602.47,32682,25276
2015.501,1603.03,33501,25524
2015.504,1603.5,32095,25400
2015.507,1604.36,37608,35359
2015.51,1605.75,45282,25483
2015.512,1607.42,49186,25400
2015.515,1609.26,51484,25275
2015.518,1610.9,48842,25483
2015.521,1613.3,59585,25400
2015.523,1615.69,59182,26068
2015.526,1618.1,59810,25483
2015.529,1620.09,56964,28450
2015.532,1622.04,57830,26400
2015.534,1623.98,57125,25858
2015.537,1626.19,64213,28591
2015.54,1629.23,81946,34172
2015.542,1631.39,70150,35336
2015.545,1633.16,64988,36460
2015.548,1634.75,62294,37119
2015.551,1636.45,63234,35833
2015.553,1638.07,64068,37958
2015.556,1639.88,69067,39894
2015.559,1641.11,62956,41183
2015.562,1642.45,64787,40838
2015.564,1643.59,61815,41440
2015.567,1645.13,68843,41321
2015.57,1646.13,59114,41242
2015.573,1647.03,57217,41132
2015.575,1647.81,55159,41218
2015.578,1648.5,53393,41061
2015.581,1649.64,52610,32236
2015.584,1650.91,61811,39113
2015.586,1651.85,57538,40738
2015.589,1652.75,57083,40998
2015.592,1654.06,61780,38368
2015.595,1655.2,60418,40044
2015.597,1656.33,60134,39938
2015.6,1657.76,66387,41519
2015.603,1660.08,82716,41125
2015.605,1662.22,81881,41311
2015.608,1663.78,77184,46826
2015.611,1664.98,76402,53049
2015.614,1665.71,72554,58348
2015.616,1666.34,62951,50691
2015.619,1667.75,68273,40834
2015.622,1668.8,61434,41000
2015.625,1669.71,58709,41000
2015.627,1670.52,56721,40958
2015.63,1670.57,41894,40921
2015.633,1670.84,46294,41040
2015.636,1671.3,49795,40842
2015.638,1672.16,49995,33259
2015.641,1672.71,37243,26540
2015.644,1673.4,36580,23152
2015.647,1673.74,29967,23351
2015.649,1674.24,32966,23236
2015.652,1674.73,32776,23240
2015.655,1675.27,33665,23156
2015.658,1675.77,32804,23074
2015.66,1676.21,31720,23156
2015.663,1676.71,33297,23567
2015.666,1677.19,32677,23337
2015.668,1677.56,31468,24267
2015.671,1677.9,31008,24392
2015.674,1678.07,28023,24714
2015.677,1678.22,27722,24803
2015.679,1678.32,26546,24600
2015.682,1678.27,23412,24385
2015.685,1678.29,24929,24540
2015.688,1678.2,23020,24771
2015.69,1678.07,21978,24508
2015.693,1677.88,20652,24350
2015.696,1677.6,18901,24350
2015.699,1677.48,19051,21386
2015.701,1677.53,21911,20938
2015.704,1677.56,24934,24350
2015.707,1677.5,23182,24350
2015.71,1677.39,22251,24392
2015.712,1677.22,21042,24350
2015.715,1677.02,20079,23971
2015.718,1676.72,17467,23305
2015.721,1676.72,17526,17526
2015.723,1677.22,23339,13609
2015.726,1677.54,18911,12682
2015.729,1678,21113,12160
2015.732,1678.51,21725,11800
2015.734,1678.86,19296,12485
2015.737,1679.1,17958,13288
2015.74,1679.22,16991,14656
2015.742,1679.12,14031,15977
2015.745,1678.93,13359,17056
2015.748,1678.69,12584,17255
2015.751,1678.5,14305,18002
2015.753,1678.21,13106,18749
2015.756,1677.87,12532,19150
2015.759,1677.59,14239,19688
2015.762,1677.16,11621,19988
2015.764,1676.75,11496,19475
2015.767,1676.37,12105,19500
2015.77,1676.03,12819,19435
2015.773,1675.65,11519,18915
2015.775,1675.41,13150,17820
2015.778,1675.1,10282,16315
2015.781,1674.85,10630,15496
2015.784,1674.56,10470,16113
2015.786,1674.32,11050,15721
2015.789,1674.14,10097,14600
2015.792,1674.03,12430,14570
2015.795,1673.86,11009,14317
2015.797,1673.7,11478,14592
2015.8,1673.5,10900,14792
2015.803,1673.27,10132,14608
2015.805,1673,9346,14600
2015.808,1672.74,9360,14421
2015.811,1672.55,9303,13000
2015.814,1672.33,8719,13000
2015.816,1672.2,10237,12767
2015.819,1672.03,8992,12300
2015.822,1671.86,8950,12258
2015.825,1671.68,8597,12100
2015.827,1671.48,8400,12292
2015.83,1671.3,8600,12103
2015.833,1671.13,8592,11900
2015.836,1670.97,8903,12018
2015.838,1670.77,8302,12194
2015.841,1670.54,9124,13600
2015.844,1670.29,8993,13858
2015.847,1670.01,8573,14021
2015.849,1669.73,8408,13858
2015.852,1669.37,7236,14242
2015.855,1669.01,6657,13662
2015.858,1668.7,7667,13700
2015.86,1668.42,8015,13464
2015.863,1668.05,7300,14500
2015.866,1667.76,8063,13713
2015.868,1667.48,8329,13778
2015.871,1667.15,7278,13700
2015.874,1666.79,6655,13661
2015.877,1666.51,8252,13700
2015.879,1666.22,8056,13700
2015.882,1665.93,8056,13700
2015.885,1665.59,7083,13700
2015.888,1665.26,7318,13739
2015.89,1664.83,5332,13700
2015.893,1664.39,5137,13700
2015.896,1664.03,6735,13740
2015.899,1663.69,7025,13643
2015.901,1663.36,7358,13779
2015.904,1662.93,6495,14863
2015.907,1662.53,6476,14260
2015.91,1662.23,7636,13474
2015.912,1661.87,6618,13625
2015.915,1661.49,7070,14465
2015.918,1661.09,7075,14859
2015.921,1660.7,7311,14900
2015.923,1660.27,6732,15100
2015.926,1659.77,5894,15258
2015.929,1659.32,7482,15525
2015.932,1658.8,6699,15992
2015.934,1658.26,6856,16508
2015.937,1657.66,6243,16967
2015.94,1657.06,6739,17462
2015.942,1656.46,6927,17650
