,Time,Levels(ft),Inflows(Cs),Disch(Cs)
4020,2010.003,1606.7,6250,16504
4021,2010.005,1605.88,4831,16511
4022,2010.008,1605.05,5400,17223
4023,2010.011,1604.22,5178,17000
4024,2010.014,1603.41,5636,17174
4025,2010.016,1602.6,5324,16861
4026,2010.019,1601.77,5109,16930
4027,2010.022,1600.93,5034,17000
4028,2010.025,1600.08,4894,17000
4029,2010.027,1599.2,5876,17000
4030,2010.03,1598.42,5988,15723
4031,2010.033,1597.69,5088,14199
4032,2010.036,1596.96,5843,14953
4033,2010.038,1596.22,5914,15149
4034,2010.041,1595.44,5374,15110
4035,2010.044,1594.64,5406,15390
4036,2010.047,1593.88,5869,15354
4037,2010.049,1593.12,5766,15250
4038,2010.052,1592.31,4586,14695
4039,2010.055,1591.54,4751,14362
4040,2010.058,1590.81,5894,15004
4041,2010.06,1589.98,4841,15200
4042,2010.063,1589.15,4842,15200
4043,2010.066,1588.3,4707,15316
4044,2010.068,1587.44,4386,15119
4045,2010.071,1586.58,4432,15165
4046,2010.074,1585.72,4502,15235
4047,2010.077,1584.84,4378,15361
4048,2010.079,1583.95,4331,15438
4049,2010.082,1583.04,4264,15621
4050,2010.085,1582.12,3938,15419
4051,2010.088,1581.14,3863,16095
4052,2010.09,1580.13,4360,16965
4053,2010.093,1578.98,4787,16993
4054,2010.096,1577.88,5686,17100
4055,2010.099,1576.77,5622,17140
4056,2010.101,1575.65,5479,17100
4057,2010.104,1574.58,5917,17020
4058,2010.107,1573.56,5818,16401
4059,2010.11,1573.03,9649,15149
4060,2010.112,1572.35,8303,15358
4061,2010.115,1571.43,5912,15460
4062,2010.118,1570.49,5882,15635
4063,2010.121,1569.48,5294,15774
4064,2010.123,1568.53,5639,15496
4065,2010.126,1567.6,5706,15356
4066,2010.129,1566.6,5328,15704
4067,2010.132,1565.52,4644,15850
4068,2010.134,1564.4,4713,16335
4069,2010.137,1563.24,4334,16400
4070,2010.14,1562.04,4074,16526
4071,2010.142,1560.72,3273,16969
4072,2010.145,1559.42,4702,17033
4073,2010.148,1558.2,6987,17210
4074,2010.151,1557,6949,17005
4075,2010.153,1555.66,7176,18404
4076,2010.156,1551.31,7251,18563
4077,2010.159,1552.86,6515,18665
4078,2010.162,1551.4,6022,18257
4079,2010.164,1550.08,5974,17035
4080,2010.167,1548.86,6778,17000
4081,2010.17,1547.6,6345,16903
4082,2010.173,1546.36,6499,16890
4083,2010.175,1545.15,6926,17065
4084,2010.178,1544,7429,17065
4085,2010.181,1542.73,6528,17170
4086,2010.184,1541.4,5720,16865
4087,2010.186,1540.1,5470,16363
4088,2010.189,1538.8,7164,16766
4089,2010.192,1537.4,6424,16650
4090,2010.195,1536,6545,16770
4091,2010.197,1534.58,6279,16650
4092,2010.2,1533.18,6424,16650
4093,2010.203,1531.77,6565,16862
4094,2010.205,1530.57,6985,15750
4095,2010.208,1529.33,6893,15950
4096,2010.211,1528.1,6886,15869
4097,2010.214,1526.88,7040,15950
4098,2010.216,1525.72,7478,15950
4099,2010.219,1524.78,9084,15950
4100,2010.222,1524.08,10837,15950
4101,2010.225,1523.16,9231,15950
4102,2010.227,1522.1,8128,15870
4103,2010.23,1521.08,8416,15865
4104,2010.233,1520.5,8914,13150
4105,2010.236,1519.94,9140,13150
4106,2010.238,1519.3,9292,13110
4107,2010.241,1518.66,9293,13110
4108,2010.244,1518.1,8983,12324
4109,2010.247,1517.58,9933,13035
4110,2010.249,1517.59,9061,9001
4111,2010.252,1517.47,7785,8500
4112,2010.255,1517.25,7187,8500
4113,2010.258,1516.27,6949,8500
4114,2010.26,1516.8,6997,8130
4115,2010.263,1516.63,7444,8458
4116,2010.266,1516.48,7154,8049
4117,2010.268,1516.48,7863,7863
4118,2010.271,1516.6,8967,8251
4119,2010.274,1516.96,10069,7922
4120,2010.277,1517.29,9969,8000
4121,2010.279,1517.72,10721,8157
4122,2010.282,1518.25,11005,7843
4123,2010.285,1518.5,9491,8000
4124,2010.288,1518.66,9073,8118
4125,2010.29,1518.93,9770,8160
4126,2010.293,1519.46,11081,7919
4127,2010.296,1520.08,11805,8000
4128,2010.299,1520.76,13096,8129
4129,2010.301,1521.2,15504,12209
4130,2010.304,1521.38,14053,12739
4131,2010.307,1521.72,15595,13111
4132,2010.31,1521.79,13870,13359
4133,2010.312,1521.56,11720,13400
4134,2010.315,1521.18,11145,13921
4135,2010.318,1520.48,9506,14619
4136,2010.321,1519.9,10555,14657
4137,2010.323,1519.61,12692,14421
4138,2010.326,1519.49,13666,14382
4139,2010.329,1519.07,14368,16873
4140,2010.332,1518.55,15936,19039
4141,2010.334,1518.01,15741,18961
4142,2010.337,1517.44,15657,19057
4143,2010.34,1517.45,19580,19521
4144,2010.342,1518.45,25644,19679
4145,2010.345,1519.54,26023,19521
4146,2010.348,1520.55,27133,20372
4147,2010.351,1520.92,23183,20481
4148,2010.353,1520.55,17977,20679
4149,2010.356,1520.08,18583,22016
4150,2010.359,1519.8,20244,22021
4151,2010.362,1519.25,18858,22139
4152,2010.364,1518.28,16196,21982
4153,2010.367,1517.53,16422,20896
4154,2010.37,1516.7,14991,19942
4155,2010.373,1515.68,14016,20100
4156,2010.375,1514.8,16210,2159
4157,2010.378,1514,17828,22600
4158,2010.381,1512.9,15957,2519
4159,2010.384,1512,17072,22440
4160,2010.386,1511.2,15748,20520
4161,2010.389,1510.68,17498,20600
4162,2010.392,1511.15,23483,20680
4163,2010.395,1511.48,22530,20561
4164,2010.397,1512,23820,20718
4165,2010.4,1513.04,26804,20600
4166,2010.403,1514.4,28712,20600
4167,2010.405,1515.85,29367,20718
4168,2010.408,1516.87,26764,20679
4169,2010.411,1517.18,22934,21086
4170,2010.414,1516.18,19942,25907
4171,2010.416,1515.58,21788,25367
4172,2010.419,1515.85,27061,25450
4173,2010.422,1516.58,30054,25700
4174,2010.425,1516.94,27927,25779
4175,2010.427,1516.5,22917,25542
4176,2010.43,1515.95,22275,25556
4177,2010.433,1515.34,22143,25783
4178,2010.436,1516.18,29524,24584
4179,2010.438,1517.01,29452,24500
4180,2010.441,1516.97,25386,25625
4181,2010.444,1516.22,22484,26958
4182,2010.447,1515.19,21590,27734
4183,2010.449,1514.16,21756,27900
4184,2010.452,1513.16,22576,28541
4185,2010.455,1512.02,22659,29459
4186,2010.458,1510.94,23287,29729
4187,2010.46,1509.98,24814,30541
4188,2010.463,1508.66,22710,30583
4189,2010.466,1507.66,24452,30417
4190,2010.468,1507.66,30458,30458
4191,2010.471,1508.42,35033,30500
4192,2010.474,1509.68,38133,30617
4193,2010.477,1511.28,40286,30742
4194,2010.479,1513.6,44580,30741
4195,2010.482,1516.06,45457,30783
4196,2010.485,1517.27,37502,30284
4197,2010.488,1518.65,38577,30346
4198,2010.49,1520.5,42405,30700
4199,2010.493,1522.61,46068,30658
4200,2010.496,1524.96,47780,30617
4201,2010.499,1527.03,45178,30059
4202,2010.501,1527.92,37090,30590
4203,2010.504,1528.6,35592,30625
4204,2010.507,1530.18,40873,29334
4205,2010.51,1532.51,43476,26458
4206,2010.512,1537.06,54659,21427
4207,2010.515,1542.56,58790,15865
4208,2010.518,1546.19,45765,15349
4209,2010.521,1548.81,40546,18591
4210,2010.523,1551.43,41175,19222
4211,2010.526,1553.98,40788,19421
4212,2010.529,1556.4,39148,18868
4213,2010.532,1558.06,31370,17460
4214,2010.534,1559.4,29895,18667
4215,2010.537,1561.16,37603,20538
4216,2010.54,1563.07,40953,21135
4217,2010.542,1568.2,45785,20882
4218,2010.545,1568.2,45785,20882
4219,2010.548,1571.38,54368,21372
4220,2010.551,1574.88,54320,18003
4221,2010.553,1578.67,51544,12218
4222,2010.556,1582.21,53305,11922
4223,2010.559,1585.14,48684,12118
4224,2010.562,1588.03,48818,12750
4225,2010.564,1591.45,56442,13759
4226,2010.567,1595.49,64894,14474
4227,2010.57,1600.6,81726,16893
4228,2010.573,1605.4,85705,17336
4229,2010.575,1609.1,71839,19138
4230,2010.578,1612.17,64813,21085
4231,2010.581,1615.76,72057,20921
4232,2010.584,1618.52,61229,21917
4233,2010.586,1621.73,71534,22570
4234,2010.589,1625.34,80685,22500
4235,2010.592,1628.69,76756,22761
4236,2010.595,1632.85,92158,25108
4237,2010.597,1637.44,103893,29912
4238,2010.6,1641.24,100215,36793
4239,2010.603,1644.28,91175,36843
4240,2010.605,1646.76,75661,31338
4241,2010.608,1648.5,65650,34452
4242,2010.611,1650.6,74057,36700
4243,2010.614,1652.98,79197,36661
4244,2010.616,1654.88,70219,36261
4245,2010.619,1657.12,76344,36312
4246,2010.622,1659.43,77525,36239
4247,2010.625,1662.14,87999,36404
4248,2010.627,1664.5,82192,36265
4249,2010.63,1666.56,76180,36091
4250,2010.633,1668.53,72817,34480
4251,2010.636,1670.83,79057,34298
4252,2010.638,1672.13,74611,49312
4253,2010.641,1673.16,79658,59613
4254,2010.644,1673.55,68909,61320
4255,2010.647,1674.06,63532,53607
4256,2010.649,1674.53,57321,48175
4257,2010.652,1674.8,51795,46541
4258,2010.655,1675.22,45978,33781
4259,2010.658,1675.72,43630,33900
4260,2010.66,1676.19,43047,33900
4261,2010.663,1676.69,43673,33943
4262,2010.666,1677.29,45533,33857
4263,2010.668,1677.93,46355,33900
4264,2010.671,1678.59,46744,33900
4265,2010.674,1679.4,49660,33900
4266,2010.677,1680.05,46630,33900
4267,2010.679,1680.34,47369,41262
4268,2010.682,1680.55,47124,42700
4269,2010.685,1680.8,47965,42700
4270,2010.688,1680.95,50528,47369
4271,2010.69,1680.39,41207,53001
4272,2010.693,1680.14,39518,44784
4273,2010.696,1680.16,38737,38315
4274,2010.699,1680.19,38232,37600
4275,2010.701,1680.92,52974,37600
4276,2010.704,1681.08,40925,37555
4277,2010.707,1680.77,35344,41873
4278,2010.71,1680.28,32180,32180
4279,2010.712,1680.03,30393,32781
4280,2010.715,1680.29,31540,26064
4281,2010.718,1680.74,38142,28665
4282,2010.721,1681.1,40104,32522
4283,2010.723,1681.18,35227,33542
4284,2010.726,1681.53,50201,42829
4285,2010.729,1681.11,54486,63332
4286,2010.732,1680.59,42911,53862
4287,2010.734,1680.47,37853,42382
4288,2010.737,1680.44,33774,34406
4289,2010.74,1680.61,30642,27060
4290,2010.742,1680.67,28184,26921
4291,2010.745,1680.67,27329,27329
4292,2010.748,1680.63,26241,27083
4293,2010.751,1680.63,24604,24604
4294,2010.753,1680.61,24079,24500
4295,2010.756,1680.63,23211,22790
4296,2010.759,1680.6,21862,22494
4297,2010.762,1680.56,21608,22450
4298,2010.764,1680.46,20386,22493
4299,2010.767,1680.32,19458,22407
4300,2010.77,1680.33,19178,18967
4301,2010.773,1680.35,18380,17959
4302,2010.775,1680.31,17697,18539
4303,2010.778,1680.29,17521,17942
4304,2010.781,1680.25,16957,17800
4305,2010.784,1680.14,15566,17883
4306,2010.786,1680,14769,17717
4307,2010.789,1679.92,15316,16874
4308,2010.792,1679.93,15745,15550
4309,2010.795,1679.88,14361,15334
4310,2010.797,1679.88,15083,15083
4311,2010.8,1679.88,14916,14916
4312,2010.803,1679.86,14611,15000
4313,2010.805,1679.84,14571,14961
4314,2010.808,1679.94,16906,14960
4315,2010.811,1680,16373,15204
4316,2010.814,1679.95,14984,15958
4317,2010.816,1679.84,13776,15917
4318,2010.819,1679.72,13665,16000
4319,2010.822,1679.58,13276,16000
4320,2010.825,1679.41,12734,16042
4321,2010.827,1679.25,12469,15583
4322,2010.83,1679.08,12192,15500
4323,2010.833,1678.89,11802,15500
4324,2010.836,1678.69,11650,15542
4325,2010.838,1678.48,11289,15375
4326,2010.841,1678.28,11691,15583
4327,2010.844,1678.04,10871,15542
4328,2010.847,1677.83,11413,15500
4329,2010.849,1677.6,10982,15458
4330,2010.852,1677.39,11455,15542
4331,2010.855,1677.14,10635,15500
4332,2010.858,1676.89,10635,15500
4333,2010.86,1676.63,10607,15666
4334,2010.863,1676.4,10899,15375
4335,2010.866,1676.18,11053,15334
4336,2010.868,1675.91,10164,15419
4337,2010.871,1675.64,10245,15500
4338,2010.874,1675.37,10285,15539
4339,2010.877,1675.07,9623,15461
4340,2010.879,1674.83,10829,15500
4341,2010.882,1674.56,10246,15500
4342,2010.885,1674.29,10126,15381
4343,2010.888,1674.01,10052,15500
4344,2010.89,1673.7,9467,15500
4345,2010.893,1673.38,9155,15382
4346,2010.896,1673.08,9741,15579
4347,2010.899,1672.75,9195,15618
4348,2010.901,1672.42,9157,15579
4349,2010.904,1672.07,9402,16213
4350,2010.907,1671.7,9300,16500
4351,2010.91,1671.32,8987,16382
4352,2010.912,1670.9,8326,16500
4353,2010.915,1670.47,8241,16609
4354,2010.918,1670,8743,17889
4355,2010.921,1669.5,8569,18300
4356,2010.923,1668.97,7947,18261
4357,2010.926,1668.43,8250,18758
4358,2010.929,1667.87,7901,18800
4359,2010.932,1667.28,7649,19130
4360,2010.934,1666.27,7549,19420
4361,2010.937,1666.08,7938,19419
4362,2010.94,1665.47,7548,19420
4363,2010.942,1664.87,7824,19500
4364,2010.945,1664.27,7824,19500
4365,2010.948,1663.6,7715,20754
4366,2010.951,1662.8,7133,22701
4367,2010.953,1662.08,7761,21772
4368,2010.956,1661.3,6854,22034
4369,2010.959,1660.52,6752,21931
4370,2010.962,1659.73,7056,22000
4371,2010.964,1658.93,7667,21965
4372,2010.967,1658.22,7352,20042
4373,2010.97,1657.51,7346,20035
4374,2010.973,1657.01,7349,16285
4375,2010.975,1656.53,7455,16034
4376,2010.978,1656.04,7243,16000
4377,2010.981,1655.54,7140,16076
4378,2010.984,1655.04,7104,16040
4379,2010.986,1654.57,7519,15919
4380,2010.989,1654.1,7121,15521
4381,2010.992,1653.63,7031,15431
4382,2010.995,1653.14,6812,15569
4383,2010.997,1653.24,16318,14531
4384,2011,1653.17,11220,12471
4385,2011.003,1653.02,8505,11186
4386,2011.005,1652.84,7783,11000
4387,2011.008,1652.62,7067,11000
4388,2011.011,1652.39,7425,11534
4389,2011.014,1652.14,7531,12000
4390,2011.016,1651.83,6954,12494
4391,2011.019,1651.47,6864,13298
4392,2011.022,1651.06,6572,13900
4393,2011.025,1650.57,5407,14164
4394,2011.027,1650.12,6303,14346
4395,2011.03,1649.66,6456,14677
4396,2011.033,1649.17,6664,15421
4397,2011.036,1648.65,6582,15875
4398,2011.038,1648.18,7561,15961
4399,2011.041,1647.75,8075,15760
4400,2011.044,1647.21,6388,16040
4401,2011.047,1646.66,6250,16080
4402,2011.049,1646.1,6225,16233
4403,2011.052,1645.53,6213,16400
4404,2011.055,1644.93,6268,16991
4405,2011.058,1644.32,6480,17382
4406,2011.06,1643.69,6199,17458
4407,2011.063,1643.04,5962,17579
4408,2011.066,1642.36,5425,17579
4409,2011.068,1641.66,5522,18033
4410,2011.071,1640.96,5416,17926
4411,2011.074,1640.24,5389,18257
4412,2011.077,1639.5,6114,18462
4413,2011.079,1638.74,6207,18457
4414,2011.082,1638,6516,18443
4415,2011.085,1637.25,6539,18626
4416,2011.088,1636.49,6859,18839
4417,2011.09,1635.72,6292,18704
4418,2011.093,1634.93,6192,18924
4419,2011.096,1634.1,5979,19357
4420,2011.099,1633.25,5818,19518
4421,2011.101,1632.42,6282,19660
4422,2011.104,1631.73,6962,18083
4423,2011.107,1631.25,7459,15195
4424,2011.11,1630.69,6699,15725
4425,2011.112,1630.1,6442,15952
4426,2011.115,1629.49,6260,16092
4427,2011.118,1628.83,5462,16100
4428,2011.121,1628.24,6100,15609
4429,2011.123,1627.89,7555,15614
4430,2011.126,1629.63,13855,15627
4431,2011.129,1627.38,11326,15357
4432,2011.132,1626.99,9059,15344
4433,2011.134,1626.48,7629,15850
4434,2011.137,1625.89,7086,16595
4435,2011.14,1625.23,5963,16600
4436,2011.142,1624.64,6417,15927
4437,2011.145,1624.1,6804,15508
4438,2011.148,1623.56,6819,15523
4439,2011.151,1622.96,6080,15750
4440,2011.153,1622.42,6780,15484
4441,2011.156,1621.87,6666,15531
4442,2011.159,1621.28,6126,15635
4443,2011.162,1620.64,5725,16040
4444,2011.164,1619.74,6946,20965
4445,2011.167,1618.81,7523,20770
4446,2011.17,1618.2,12207,20895
4447,2011.173,1617.67,13247,20797
4448,2011.175,1617,11537,21080
4449,2011.178,1616.15,8773,20880
4450,2011.181,1615.25,8181,21000
4451,2011.184,1614.31,7690,21080
4452,2011.186,1613.45,8630,20879
4453,2011.189,1612.58,8609,21000
4454,2011.192,1611.65,7753,21000
4455,2011.195,1610.67,7041,21000
4456,2011.197,1609.71,7447,21121
4457,2011.2,1608.82,8203,20879
4458,2011.203,1607.9,7976,21081
4459,2011.205,1606.98,7937,21040
4460,2011.208,1606.16,9199,20879
4461,2011.211,1605.31,8892,21000
4462,2011.214,1604.49,9216,20896
4463,2011.216,1603.67,9269,20948
4464,2011.219,1602.84,7459,19281
4465,2011.222,1602.05,8132,19385
4466,2011.225,1601.24,7848,19384
4467,2011.227,1600.41,7642,19466
4468,2011.23,1599.6,8438,19269
4469,2011.233,1598.83,9780,19391
4470,2011.236,1598.09,10115,19350
4471,2011.238,1597.36,10240,19350
4472,2011.241,1596.87,12881,18996
4473,2011.244,1596.23,11501,19489
4474,2011.247,1595.5,10605,19718
4475,2011.249,1594.7,10916,20900
4476,2011.252,1593.77,9294,20900
4477,2011.255,1592.96,9299,19408
4478,2011.258,1592.37,8124,15487
4479,2011.26,1591.83,8089,14830
4480,2011.263,1591.18,6614,14726
4481,2011.266,1590.51,6643,15004
4482,2011.268,1590.02,7536,13651
4483,2011.271,1589.72,6821,10565
4484,2011.274,1589.42,6787,10531
4485,2011.277,1589.2,7854,10600
4486,2011.279,1589.01,8264,10635
4487,2011.282,1588.89,9170,10669
4488,2011.285,1588.77,9103,10600
4489,2011.288,1588.5,9813,13183
4490,2011.29,1588.27,10670,13540
4491,2011.293,1588.27,13419,13419
4492,2011.296,1588.43,15496,13500
4493,2011.299,1588.59,15462,13465
4494,2011.301,1588.2,12308,13431
4495,2011.304,1588.36,11544,13291
4496,2011.307,1588.01,10106,14474
4497,2011.31,1587.43,10439,17678
4498,2011.312,1586.92,11626,17990
4499,2011.315,1586.27,12396,20508
4500,2011.318,1585.76,14398,20764
4501,2011.321,1585.32,15879,21370
4502,2011.323,1584.96,17692,22185
4503,2011.326,1584.58,18545,23288
4504,2011.329,1584.2,19108,23850
4505,2011.332,1583.77,18963,24329
4506,2011.334,1583.33,19440,24932
4507,2011.337,1582.74,19275,26638
4508,2011.34,1582.01,19910,29020
4509,2011.342,1581.74,20611,23982
4510,2011.345,1581.24,22636,28876
4511,2011.348,1580.8,23799,29290
4512,2011.351,1580.2,21512,29000
4513,2011.353,1579.47,21219,29215
4514,2011.356,1578.9,22681,28595
4515,2011.359,1578.09,22595,31000
4516,2011.362,1577.32,23141,31130
4517,2011.364,1576.7,24523,30957
4518,2011.367,1576.08,24567,31000
4519,2011.37,1575.42,24151,31000
4520,2011.373,1574.72,23780,31043
4521,2011.375,1574.3,26772,31130
4522,2011.378,1573.95,27455,31086
4523,2011.381,1573.8,29270,30827
4524,2011.384,1573.97,32807,31043
4525,2011.386,1574.03,32241,31619
4526,2011.389,1573.76,29416,32217
4527,2011.392,1573.21,26336,32043
4528,2011.395,1572.73,26059,31040
4529,2011.397,1572.55,29133,31000
4530,2011.4,1572.42,29521,30870
4531,2011.403,1572.95,34630,29130
4532,2011.405,1573.1,30556,29000
4533,2011.408,1573.43,32466,29043
4534,2011.411,1573.93,34189,29000
4535,2011.414,1574.2,31801,29000
4536,2011.416,1574.62,34353,29994
4537,2011.419,1574.63,30103,30000
4538,2011.422,1574.33,25339,28452
4539,2011.425,1573.63,21038,28301
4540,2011.427,1573.04,19959,26081
4541,2011.43,1572.74,21929,25042
4542,2011.433,1572.59,23444,25000
4543,2011.436,1572.45,23590,25043
4544,2011.438,1572.36,23981,24914
4545,2011.441,1572.1,23178,25876
4546,2011.444,1571.76,22644,26173
4547,2011.447,1571.8,26328,25913
4548,2011.449,1572.18,29815,25871
4549,2011.452,1572.84,32804,25956
4550,2011.455,1573.82,37588,27419
4551,2011.458,1574.84,39458,28875
4552,2011.46,1576.38,44850,28870
4553,2011.463,1577.42,39791,29000
4554,2011.466,1578.08,36021,29173
4555,2011.468,1578.87,37240,29043
4556,2011.471,1579.8,38608,28957
4557,2011.474,1580.9,42264,28957
4558,2011.477,1582.5,48969,29000
4559,2011.479,1584.24,50888,29173
4560,2011.482,1586.38,55363,28655
4561,2011.485,1588.69,57663,28334
4562,2011.488,1590.61,53387,29424
4563,2011.49,1592.88,57330,29000
4564,2011.493,1594.89,54085,29000
4565,2011.496,1596.25,46975,30001
4566,2011.499,1597.6,46848,30000
4567,2011.501,1598.55,41813,29957
4568,2011.504,1599.7,44615,30262
4569,2011.507,1600.6,42158,29868
4570,2011.51,1601.28,39600,29913
4571,2011.512,1602.06,41023,29914
4572,2011.515,1602.95,42676,30000
4573,2011.518,1604.01,45055,29957
4574,2011.521,1605.19,46981,30173
4575,2011.523,1606.04,41935,29827
4576,2011.526,1606.6,38062,30086
4577,2011.529,1607.11,37436,30173
4578,2011.532,1607.73,38659,29827
4579,2011.534,1608.62,42720,30043
4580,2011.537,1610.62,54994,26507
4581,2011.54,1611.7,41124,25740
4582,2011.542,1612.57,38434,26043
4583,2011.545,1613.58,39557,25170
4584,2011.548,1614.72,41193,24965
4585,2011.551,1615.81,40482,24957
4586,2011.553,1617.13,43758,24957
4587,2011.556,1618.34,44124,26888
4588,2011.559,1619.9,49264,27045
4589,2011.562,1621.7,55735,26910
4590,2011.564,1625.12,82036,26913
4591,2011.567,1628.03,73730,26827
4592,2011.57,1630.57,68112,27173
4593,2011.573,1632.56,59075,27000
4594,2011.575,1634.04,50767,26913
4595,2011.578,1635.26,46708,27044
4596,2011.581,1636.42,45696,27000
4597,2011.584,1637.53,44935,27043
4598,2011.586,1638.49,42472,27000
4599,2011.589,1639.38,41344,27000
4600,2011.592,1640.41,44365,27043
4601,2011.595,1641.34,43578,26957
4602,2011.597,1642.29,43891,26913
4603,2011.6,1643.24,43936,26957
4604,2011.603,1644.91,56847,27000
4605,2011.605,1646,46394,26914
4606,2011.608,1647.3,48360,25126
4607,2011.611,1648.54,47162,25000
4608,2011.614,1650.57,61414,25759
4609,2011.616,1654.83,92890,17646
4610,2011.619,1656.71,51600,18000
4611,2011.622,1658.93,61967,22291
4612,2011.625,1662.42,91503,25610
4613,2011.627,1664.05,62895,31174
4614,2011.63,1665.27,56695,32954
4615,2011.633,1666.4,54767,32776
4616,2011.636,1667.35,51228,32741
4617,2011.638,1668.16,48551,32787
4618,2011.641,1668.91,47346,32751
4619,2011.644,1669.72,48481,32719
4620,2011.647,1670.5,47979,32799
4621,2011.649,1671.16,45545,32700
4622,2011.652,1671.76,44336,32660
4623,2011.655,1672.69,50718,32621
4624,2011.658,1673.39,46284,32661
4625,2011.66,1673.95,43195,32297
4626,2011.663,1674.4,41283,32526
4627,2011.666,1674.91,42625,32700
4628,2011.668,1675.54,44960,32700
4629,2011.671,1676.19,45350,32700
4630,2011.674,1676.64,41457,32700
4631,2011.677,1676.94,38538,32700
4632,2011.679,1677.23,38274,32630
4633,2011.682,1677.43,36535,32643
4634,2011.685,1677.66,36639,32163
4635,2011.688,1678.11,41295,32537
4636,2011.69,1679.28,55196,32831
4637,2011.693,1679.84,43278,32381
4638,2011.696,1680.17,41614,32333
4639,2011.699,1680.4,40985,36141
4640,2011.701,1680.57,39723,36142
4641,2011.704,1680.7,38879,36141
4642,2011.707,1680.93,41078,36234
4643,2011.71,1681.02,38153,36258
4644,2011.712,1681.02,36300,36300
4645,2011.715,1680.93,31530,33425
4646,2011.718,1680.76,28720,32300
4647,2011.721,1680.51,27035,32300
4648,2011.723,1680.35,25329,28700
4649,2011.726,1680.24,25350,27667
4650,2011.729,1680.12,24890,27417
4651,2011.732,1679.95,24374,27875
4652,2011.734,1679.69,22314,27374
4653,2011.737,1679.59,21679,23625
4654,2011.74,1679.52,21138,22500
4655,2011.742,1679.4,20165,22500
4656,2011.745,1679.26,19776,22500
4657,2011.748,1679.08,18997,22500
4658,2011.751,1678.86,18219,22500
4659,2011.753,1678.65,18496,22583
4660,2011.756,1678.46,18720,22417
4661,2011.759,1678.26,18608,22500
4662,2011.762,1677.98,19402,24852
4663,2011.764,1677.5,18159,27500
4664,2011.767,1676.96,17117,27625
4665,2011.77,1676.53,19007,27375
4666,2011.773,1675.93,15823,27500
4667,2011.775,1675.26,14462,27500
4668,2011.778,1674.84,14325,22500
4669,2011.781,1674.64,14075,17967
4670,2011.784,1674.44,13375,17267
4671,2011.786,1674.33,12946,15086
4672,2011.789,1674.26,12555,13917
4673,2011.792,1674.26,12291,12291
4674,2011.795,1674.29,12500,11917
4675,2011.797,1674.31,12473,12083
4676,2011.8,1674.34,12000,12000
4677,2011.803,1674.3,11805,12000
4678,2011.805,1674.25,11027,12000
4679,2011.808,1674.21,11222,12000
4680,2011.811,1674.14,10679,12042
4681,2011.814,1674.05,10415,12166
4682,2011.816,1673.95,10095,12041
4683,2011.819,1673.84,9987,12187
4684,2011.822,1673.73,9732,11872
4685,2011.825,1673.6,9387,11917
4686,2011.827,1673.46,10089,12813
4687,2011.83,1673.27,9302,13000
4688,2011.833,1673.1,10224,13532
4689,2011.836,1672.82,9108,14558
4690,2011.838,1672.57,9594,14459
4691,2011.841,1672.34,9148,13624
4692,2011.844,1672.13,8915,13001
4693,2011.847,1671.93,9025,12917
4694,2011.849,1671.75,9047,12550
4695,2011.852,1671.56,8803,12500
4696,2011.855,1671.34,8634,12916
4697,2011.858,1671.1,8789,13459
4698,2011.86,1670.86,8787,13458
4699,2011.863,1670.62,8829,13500
4700,2011.866,1670.37,8635,13500
4701,2011.868,1670.1,8246,13500
4702,2011.871,1669.84,8439,13500
4703,2011.874,1669.58,7962,13021
4704,2011.877,1669.33,8243,13108
4705,2011.879,1669.04,8052,13696
4706,2011.882,1668.69,7230,14041
4707,2011.885,1668.34,7189,14000
4708,2011.888,1668,7384,14000
4709,2011.89,1667.64,7035,14042
4710,2011.893,1667.3,7896,14512
4711,2011.896,1666.91,7911,15500
4712,2011.899,1666.48,7355,15723
4713,2011.901,1666.01,7059,16205
4714,2011.904,1665.58,7822,16191
4715,2011.907,1665.16,8177,16350
4716,2011.91,1664.68,7168,16509
4717,2011.912,1664.18,7161,16891
4718,2011.915,1663.66,6780,16900
4719,2011.918,1663.16,7787,17517
4720,2011.921,1662.63,7486,17800
4721,2011.923,1662.1,7486,17800
4722,2011.926,1661.56,7291,17800
4723,2011.929,1660.95,6104,17975
4724,2011.932,1660.4,6855,17558
4725,2011.934,1659.92,7228,16442
4726,2011.937,1659.51,8911,16238
4727,2011.94,1659.06,7302,15345
4728,2011.942,1658.65,7861,15188
4729,2011.945,1658.19,7096,15317
4730,2011.948,1657.71,6963,15542
4731,2011.951,1657.26,7456,15500
4732,2011.953,1656.8,7280,15500
4733,2011.956,1656.29,6885,16000
4734,2011.959,1655.76,6728,16200
4735,2011.962,1655.2,6391,16400
4736,2011.964,1654.66,6716,16367
4737,2011.967,1654.09,5998,16184
4738,2011.97,1653.56,6310,15783
4739,2011.973,1653.03,5928,15400
4740,2011.975,1652.53,6504,15441
4741,2011.978,1652,5928,15400
4742,2011.981,1651.49,6436,15550
4743,2011.984,1650.93,6021,16030
4744,2011.986,1650.37,6042,16050
4745,2011.989,1649.82,6220,16050
4746,2011.992,1649.26,5999,16008
4747,2011.995,1648.7,6085,16092
4748,2011.997,1648.13,5903,16091
4749,2012,1647.51,5716,16797
4750,2012.003,1646.86,6024,17641
4751,2012.005,1646.2,5679,17475
4752,2012.008,1645.49,5379,18067
4753,2012.011,1644.8,5485,17817
4754,2012.014,1644.1,5289,17800
4755,2012.016,1643.44,5205,17000
4756,2012.019,1643,8699,16563
