,Time,Levels(ft),Inflows(Cs),Disch(Cs)
6341,2016.358,1557.78,29318,19850
6342,2016.361,1559,29890,19667
6343,2016.363,1559.86,26407,19200
6344,2016.366,1559.98,20501,19497
6345,2016.369,1560.39,23936,19720
6346,2016.372,1560.79,24282,20132
6347,2016.374,1560.9,21338,19988
6348,2016.377,1560.62,19900,19900
6349,2016.38,1561.12,22970,20895
6350,2016.383,1561.28,23239,21580
6351,2016.385,1561.88,27776,21550
6352,2016.388,1563.28,34419,19892
6353,2016.391,1564.24,28994,19033
6354,2016.393,1565.53,32054,18669
6355,2016.396,1566.57,28672,17881
6356,2016.399,1567.56,27590,17317
6357,2016.402,1567.66,18560,17522
6358,2016.404,1567.47,16110,18083
6359,2016.407,1567.62,19658,18100
6360,2016.41,1567.99,22074,18235
6361,2016.413,1568.65,22139,15290
6362,2016.415,1569,18441,14810
6363,2016.418,1569.4,20522,16372
6364,2016.421,1569.89,23993,18908
6365,2016.423,1570.63,26395,18717
6366,2016.426,1571.34,26094,18727
6367,2016.429,1572.36,29660,19075
6368,2016.432,1572.95,32537,26415
6369,2016.434,1573.1,31475,29919
6370,2016.437,1573.04,30292,30915
6371,2016.44,1573.06,31377,31169
6372,2016.443,1573.11,32449,31930
6373,2016.445,1573.1,33708,33708
6374,2016.448,1573.08,33649,33961
6375,2016.451,1573.11,32530,32218
6376,2016.454,1572.91,28646,30721
6377,2016.456,1572.58,28028,31453
6378,2016.459,1572.19,28404,32450
6379,2016.462,1571.92,29617,32419
6380,2016.464,1572.15,35760,33373
6381,2016.467,1572.43,36404,33500
6382,2016.47,1572.56,34891,33541
6383,2016.473,1572.88,36861,33541
6384,2016.475,1573.16,36324,33418
6385,2016.478,1573.27,35160,34020
6386,2016.481,1573.37,35038,34000
6387,2016.484,1573.45,34913,34083
6388,2016.486,1573.57,35245,34000
6389,2016.489,1573.87,37113,34000
6390,2016.492,1574.16,36743,33733
6391,2016.495,1574.57,37120,32867
6392,2016.497,1574.76,34713,32741
6393,2016.5,1575.05,35627,32618
6394,2016.503,1575.86,38358,29953
6395,2016.505,1576.22,32116,28380
6396,2016.508,1576.54,32311,28991
6397,2016.511,1577.75,42812,30257
6398,2016.514,1578.8,41849,30954
6399,2016.516,1579.61,40659,32253
6400,2016.519,1579.83,35706,33424
6401,2016.522,1580,34902,33138
6402,2016.525,1580.35,36827,32459
6403,2016.527,1580.68,37017,32899
6404,2016.53,1580.77,35102,33978
6405,2016.533,1581,36951,34081
6406,2016.536,1581.29,37619,34000
6407,2016.538,1582.07,43819,34083
6408,2016.541,1583.02,45398,33242
6409,2016.544,1584.13,45871,32019
6410,2016.546,1586.11,56012,31300
6411,2016.549,1588.45,60420,31217
6412,2016.552,1589.47,45131,32400
6413,2016.555,1589.75,36556,33062
6414,2016.557,1590.4,41194,33082
6415,2016.56,1590.99,40239,32876
6416,2016.563,1591.32,37366,33247
6417,2016.566,1591.57,36420,333000
6418,2016.568,1591.86,36919,33300
6419,2016.571,1592.1,36255,33259
6420,2016.574,1592.39,33904,30285
6421,2016.577,1592.72,32286,28167
6422,2016.579,1593.94,40716,25491
6423,2016.582,1595.46,43236,24266
6424,2016.585,1596.78,39557,23083
6425,2016.587,1598.77,47960,23124
6426,2016.59,1600.62,47223,23041
6427,2016.593,1602,42615,22959
6428,2016.596,1603.46,44338,23542
6429,2016.598,1606.3,64160,23708
6430,2016.601,1608.84,59220,23041
6431,2016.604,1612.16,70288,23000
6432,2016.607,1615.93,76781,23083
6433,2016.609,1618.67,62028,23000
6434,2016.612,1620.96,57417,23000
6435,2016.615,1623.45,62968,22835
6436,2016.617,1625.45,55236,23000
6437,2016.62,1626.94,47098,23082
6438,2016.623,1628.46,47498,23000
6439,2016.626,1629.59,41564,23350
6440,2016.628,1630.52,38639,23650
6441,2016.631,1631.7,42669,23650
6442,2016.634,1632.54,37108,23568
6443,2016.637,1633.59,40384,23650
6444,2016.639,1634.36,35466,23056
6445,2016.642,1635.37,39279,23000
6446,2016.645,1636.36,38957,23000
6447,2016.648,1637.27,37668,23000
6448,2016.65,1638.26,38039,22083
6449,2016.653,1638.98,34604,23000
6450,2016.656,1640.13,41016,22252
6451,2016.658,1641.13,36961,19089
6452,2016.661,1642.38,38908,16567
6453,2016.664,1643.75,38743,14257
6454,2016.667,1645,37333,14994
6455,2016.669,1646.34,39883,15934
6456,2016.672,1647.31,32984,15648
6457,2016.675,1648.04,30343,17296
6458,2016.678,1648.63,28986,18442
6459,2016.68,1649.06,27054,1969
6460,2016.683,1649.23,23411,20373
6461,2016.686,1649.41,23756,20538
6462,2016.689,1649.58,24376,21338
6463,2016.691,1649.73,24101,21420
6464,2016.694,1649.89,25030,22170
6465,2016.697,1650.06,25523,22486
6466,2016.699,1650.4,28677,22600
6467,2016.702,1650.7,28042,22680
6468,2016.705,1650.76,23565,22493
6469,2016.708,1650.73,22443,22979
6470,2016.71,1650.68,22069,22963
6471,2016.713,1650.63,22528,23422
6472,2016.716,1650.57,22473,23545
6473,2016.719,1650.44,21140,23463
6474,2016.721,1650.38,22136,23208
6475,2016.724,1650.38,22669,22669
6476,2016.727,1650.51,24407,22084
6477,2016.73,1650.57,22522,21450
6478,2016.732,1650.53,20429,21144
6479,2016.735,1650.31,16742,20673
6480,2016.738,1650.16,17494,20176
6481,2016.74,1650.04,18281,20425
6482,2016.743,1649.77,14948,19773
6483,2016.746,1649.68,15961,17570
6484,2016.749,1649.47,15181,18934
6485,2016.751,1649.18,17106,22289
6486,2016.754,1649.11,21476,21476
6487,2016.757,1649,19629,21595
6488,2016.76,1648.77,17381,21491
6489,2016.762,1648.68,16592,18201
6490,2016.765,1648.41,15466,20291
6491,2016.768,1648.05,14843,21277
6492,2016.77,1647.61,14114,21979
6493,2016.773,1646.92,10420,22752
6494,2016.776,1646.32,12049,22772
6495,2016.779,1645.7,11733,22813
6496,2016.781,1645.08,11296,22377
6497,2016.784,1644.6,10760,19339
6498,2016.787,1644.1,8516,17452
6499,2016.79,1643.52,9187,19553
6500,2016.792,1643.04,10060,18638
6501,2016.795,1642.54,9943,18880
6502,2016.798,1642.16,12008,18800
6503,2016.801,1640.68,9827,18405
6504,2016.803,1641.19,9089,17846
6505,2016.806,1640.66,8285,17758
6506,2016.809,1640.06,7177,17900
6507,2016.811,1639.3,7060,19415
6508,2016.814,1638.72,10970,20319
6509,2016.817,1638.22,10012,18070
6510,2016.82,1637.76,8656,16070
6511,2016.822,1637.43,9010,14328
6512,2016.825,1637.16,9312,13664
6513,2016.828,1636.8,7574,13377
6514,2016.831,1636.44,7598,13400
6515,2016.833,1636.1,8041,13521
6516,2016.836,1635.84,9417,13608
6517,2016.839,1635.58,9454,13645
6518,2016.842,1635.26,8348,13505
6519,2016.844,1634.98,8718,13232
6520,2016.847,1634.62,7540,13342
6521,2016.85,1634,6828,13271
6522,2016.852,1633.85,7116,13080
6523,2016.855,1633.45,6753,13200
6524,2016.858,1633.09,7438,13240
6525,2016.861,1632.68,6547,13155
6526,2016.863,1632.32,7103,12906
6527,2016.866,1631.92,6643,13090
6528,2016.869,1631.56,6987,12789
6529,2016.872,1631.16,6348,12795
6530,2016.874,1630.81,6707,12349
6531,2016.877,1630.48,6550,11869
6532,2016.88,1630.13,6654,12294
6533,2016.883,1629.81,7251,12410
6534,2016.885,1629.44,6882,12845
6535,2016.888,1629.01,6829,13598
6536,2016.891,1628.55,6137,13551
6537,2016.893,1628.12,6760,13691
6538,2016.896,1627.65,5617,13191
6539,2016.899,1627.18,5908,13484
6540,2016.902,1626.66,5519,13900
6541,2016.904,1626.15,5974,14194
6542,2016.907,1625.63,5952,14333
6543,2016.91,1625.13,6529,14588
6544,2016.913,1624.56,5825,15013
6545,2016.915,1623.95,5430,15262
6546,2016.918,1623.36,5672,15182
6547,2016.921,1622.73,5470,15623
6548,2016.923,1622.05,5479,16439
6549,2016.926,1621.38,5811,16611
6550,2016.929,1620.73,5790,16266
6551,2016.932,1620.03,5018,16300
6552,2016.934,1619.29,5783,16380
6553,2016.937,1618.6,6472,16300
6554,2016.94,1617.89,6472,16585
6555,2016.943,1617.15,6017,16558
6556,2016.945,1616.44,6336,16498
6557,2016.948,1615.74,6680,16650
6558,2016.951,1615.04,6160,16131
6559,2016.954,1614.31,5699,16098
6560,2016.956,1613.61,6302,16272
6561,2016.959,1612.85,5427,16252
6562,2016.962,1612.09,5565,16390
6563,2016.964,1611.32,5433,16400
6564,2016.967,1610.57,5820,16503
6565,2016.97,1609.8,5350,16318
6566,2016.973,1609.02,5235,16345
6567,2016.975,1608.3,5716,15971
6568,2016.978,1607.57,5184,15582
6569,2016.981,1606.9,4820,14363
6570,2016.984,1606.25,5600,14858
6571,2016.986,1605.6,6012,15271
6572,2016.989,1604.9,5392,15363
6573,2016.992,1604.17,5051,15449
6574,2016.995,1603.49,5985,15670
6575,2016.997,1602.8,5889,15717
6576,2017,1602.09,5280,15393
6577,2017.003,1601.36,5033,15430
6578,2017.005,1600.62,4777,15318
6579,2017.008,1599.88,5020,15349
6580,2017.011,1599.14,6174,15409
6581,2017.014,1598.4,6259,15495
6582,2017.016,1597.78,7740,15478
6583,2017.019,1597.26,8120,14609
6584,2017.022,1596.72,7353,14290
6585,2017.025,1596.06,5959,14196
6586,2017.027,1595.43,5731,13595
6587,2017.03,1594.82,5570,13182
6588,2017.033,1594.2,5910,13648
6589,2017.036,1593.56,6121,14108
6590,2017.038,1592.87,5614,14225
6591,2017.041,1592.21,5673,13910
6592,2017.044,1591.58,6086,13950
6593,2017.047,1590.88,5222,13958
6594,2017.049,1590.12,4754,14238
6595,2017.052,1589.39,5410,14521
6596,2017.055,1588.55,4739,15223
6597,2017.058,1587.72,4903,15261
6598,2017.06,1586.93,5668,15528
6599,2017.063,1586.11,5200,15433
6600,2017.066,1585.31,4948,14933
6601,2017.068,1584.7,6312,13925
6602,2017.071,1584.36,8315,12558
6603,2017.074,1584.3,11031,11780
6604,2017.077,1583.9,7106,12098
6605,2017.079,1583.32,5849,13087
6606,2017.082,1582.68,5725,13713
6607,2017.085,1582.02,5814,14050
6608,2017.088,1581.3,5063,14050
6609,2017.09,1580.59,5102,13963
6610,2017.093,1579.88,5342,13950
6611,2017.096,1579.11,5786,13775
6612,2017.099,1578.42,5374,13535
6613,2017.101,1577.7,6266,13737
6614,2017.104,1576.94,6513,14398
6615,2017.107,1576.12,6288,14796
6616,2017.11,1575.23,5792,15029
6617,2017.112,1574.32,5526,14967
6618,2017.115,1573.42,5292,14631
6619,2017.118,1572.45,5139,15204
6620,2017.121,1571.47,5334,15504
6621,2017.123,1570.33,3993,15773
6622,2017.126,1569.16,3851,15990
6623,2017.129,1567.93,3409,16276
6624,2017.132,1566.96,3210,15870
6625,2017.134,1565.66,4828,15618
6626,2017.137,1564.61,3755,14650
6627,2017.14,1563.58,4075,14763
6628,2017.142,1562.58,4093,14470
6629,2017.145,1561.65,5186,14835
6630,2017.148,1560.66,5069,15341
6631,2017.151,1559.52,4954,15825
6632,2017.153,1558.42,6540,15757
6633,2017.156,1557.3,6114,15500
6634,2017.159,1556.19,6330,15631
6635,2017.162,1554.94,5461,15936
6636,2017.164,1553.6,4912,16140
6637,2017.167,1552.25,4788,16100
6638,2017.17,1550.96,5030,15840
6639,2017.173,1549.55,3846,15660
6640,2017.175,1548.16,3961,15609
6641,2017.178,1546.76,3823,15554
6642,2017.181,1545.41,3884,15196
6643,2017.184,1544.39,5297,13844
6644,2017.186,1543.72,6271,11885
6645,2017.189,1542.97,5247,11532
6646,2017.192,1542.21,4942,11310
6647,2017.195,1541.42,4555,11175
6648,2017.197,1540.52,4984,12525
6649,2017.2,1539.52,5565,13429
6650,2017.203,1538.41,6031,14138
6651,2017.205,1537.16,5433,14563
6652,2017.208,1535.87,5328,14750
6653,2017.211,1534.57,5805,15299
6654,2017.214,1533.21,5348,15281
6655,2017.216,1531.75,5165,15828
6656,2017.219,1530.58,5509,14055
6657,2017.222,1529.54,5984,13580
6658,2017.225,1528.53,5625,13001
6659,2017.227,1527.65,6320,12748
6660,2017.23,1526.78,6709,13062
6661,2017.233,1525.88,6488,13062
6662,2017.236,1525.02,6857,13138
6663,2017.238,1524.19,6980,13043
6664,2017.241,1523.74,8433,11718
6665,2017.244,1523.56,8869,10184
6666,2017.247,1523.6,10149,9857
6667,2017.249,1523.71,10236,9432
6668,2017.252,1523.93,10865,9259
6669,2017.255,1524.12,10525,9138
6670,2017.258,1524.24,9257,8380
6671,2017.26,1524.3,9002,8564
6672,2017.263,1524.49,9809,8422
6673,2017.266,1524.8,10626,8361
6674,2017.268,1525.5,13337,8224
6675,2017.271,1526.2,13131,8018
6676,2017.274,1526.53,10561,8151
6677,2017.277,1526.95,11098,8031
6678,2017.279,1527.3,10765,8209
6679,2017.282,1527.68,10833,8058
6680,2017.285,1528.25,11869,7705
6681,2017.288,1528.95,12822,7710
6682,2017.29,1529.72,13360,7736
6683,2017.293,1530.4,13524,8558
6684,2017.296,1531.23,15462,9399
6685,2017.299,1532.4,18249,9705
6686,2017.301,1534.03,23742,11836
6687,2017.304,1536.01,28051,13590
6688,2017.307,1537.13,22134,13954
6689,2017.31,1538.67,25310,14062
6690,2017.312,1540.36,26799,14068
6691,2017.315,1541.91,27169,14182
6692,2017.318,1543.37,26594,14359
6693,2017.321,1544.36,23020,14724
6694,2017.323,1544.68,18166,15485
6695,2017.326,1544.92,17911,15900
6696,2017.329,1544.58,17460,20309
6697,2017.332,1543.39,13612,23584
6698,2017.334,1542.28,14573,23874
6699,2017.337,1540.89,12088,23735
6700,2017.34,1539.55,13114,23859
6701,2017.342,1538.34,15021,23858
6702,2017.345,1537.12,15031,23942
6703,2017.348,1535.88,14843,23900
6704,2017.351,1534.63,14771,23900
6705,2017.353,1534.32,21636,23900
6706,2017.356,1534.15,21949,23191
6707,2017.359,1533.96,20892,22280
6708,2017.362,1533.86,21161,21891
6709,2017.364,1533.91,21685,21320
6710,2017.367,1534.46,25193,21176
6711,2017.37,1534.8,25333,22849
6712,2017.373,1535.23,25953,22813
6713,2017.375,1536.29,30555,22813
6714,2017.378,1537.62,32870,23156
6715,2017.381,1538.65,29625,22102
6716,2017.384,1539.71,29054,21312
6717,2017.386,1540.87,30272,20863
6718,2017.389,1541.95,28988,19940
6719,2017.392,1543.08,29250,19781
6720,2017.395,1544.22,28687,19133
6721,2017.397,1545.3,28008,18959
6722,2017.4,1546.34,27339,18625
6723,2017.403,1547.18,25143,18104
6724,2017.405,1548.89,29077,15502
6725,2017.408,1550.44,29039,15297
6726,2017.411,1551.91,28113,15796
6727,2017.414,1553.32,28628,16812
6728,2017.416,1554.37,27507,18708
6729,2017.419,1555.39,24693,16147
6730,2017.422,1556.16,23202,16749
6731,2017.425,1557.04,24252,16879
6732,2017.427,1558.35,27581,16603
6733,2017.43,1559.76,28235,16420
6734,2017.433,1561.25,30169,15188
6735,2017.436,1562.78,31442,15567
6736,2017.438,1564.22,31224,16281
6737,2017.441,1565.45,30904,18142
6738,2017.444,1566.53,30321,19115
6739,2017.447,1567.5,29941,19875
6740,2017.449,1567.34,18798,20458
6741,2017.452,1566.86,17687,22667
6742,2017.455,1566.8,22956,23579
6743,2017.458,1566.36,22928,27493
6744,2017.46,1565.54,21625,30134
6745,2017.463,1564.9,23760,30400
6746,2017.466,1564.5,26168,30319
6747,2017.468,1564.15,26509,30140
6748,2017.471,1564.17,30207,30000
6749,2017.474,1564.17,29960,29960
6750,2017.477,1564.1,29274,30000
6751,2017.479,1564.04,29582,30205
6752,2017.482,1563.94,28922,29955
6753,2017.485,1564.06,31245,30000
6754,2017.488,1564.5,34565,30000
6755,2017.49,1565.22,36352,28881
6756,2017.493,1566.52,37556,24067
6757,2017.496,1567.98,35459,20310
6758,2017.499,1569.32,34802,20897
6759,2017.501,1570.9,38377,21983
6760,2017.504,1572.35,37732,22686
6761,2017.507,1574.04,41970,24435
6762,2017.51,1575.66,44462,27652
6763,2017.512,1577.35,45895,28359
6764,2017.515,1578.85,44424,28860
6765,2017.518,1580.21,44224,29670
6766,2017.521,1581.29,43899,30421
6767,2017.523,1583.1,53274,30684
6768,2017.526,1584.96,51879,28666
6769,2017.529,1586.89,50567,26480
6770,2017.532,1588.73,51317,28354
6771,2017.534,1590.56,52319,29479
6772,2017.537,1592.31,21217,29376
6773,2017.54,1594.5,57727,30396
6774,2017.542,1596.6,56667,30458
6775,2017.545,1598.92,58413,29459
6776,2017.548,1601.1,58647,29500
6777,2017.551,1603.56,63394,28354
6778,2017.553,1605.77,59478,28000
6779,2017.556,1607.82,56949,27750
6780,2017.559,1609.77,55316,27541
6781,2017.562,1612.04,58084,25751
6782,2017.564,1614.45,58243,23917
6783,2017.567,1616.85,58824,24638
6784,2017.57,1618.98,55597,25258
6785,2017.573,1620.97,55440,25278
6786,2017.575,1622.87,55573,24949
6787,2017.578,1624.88,57250,24809
6788,2017.581,1627.66,69367,24558
6789,2017.584,1631.08,79039,23917
6790,2017.586,1633.77,62774,19418
6791,2017.589,1636.06,55473,18562
6792,2017.592,1638.63,59895,18472
6793,2017.595,1641.28,62189,17232
6794,2017.597,1645.06,82520,14963
6795,2017.6,1648.16,73826,18422
6796,2017.603,1649.9,50724,19626
6797,2017.605,1651.54,52397,23087
6798,2017.608,1653.39,58033,24968
6799,2017.611,1654.75,49606,25300
6800,2017.614,1656,47639,25300
6801,2017.616,1657.23,47201,25219
6802,2017.619,1658.1,40890,25340
6803,2017.622,1658.68,35666,25300
6804,2017.625,1659.24,34579,24571
6805,2017.627,1659.84,34812,24088
6806,2017.63,1660.98,45930,24000
6807,2017.633,1662.38,47299,20054
6808,2017.636,1663.26,39481,22356
6809,2017.638,1664,35946,21545
6810,2017.641,1664.62,33047,20982
6811,2017.644,1665.3,33830,20597
6812,2017.647,1666.39,43109,21897
6813,2017.649,1667.36,39662,20785
6814,2017.652,1668.05,32255,18827
6815,2017.655,1668.58,32169,21855
6816,2017.658,1668.91,29331,22909
6817,2017.66,1669.28,29224,22024
6818,2017.663,1669.64,28690,21685
6819,2017.666,1669.97,29609,23187
6820,2017.668,1670.73,34184,19393
6821,2017.671,1671.66,32224,14125
6822,2017.674,1672.36,32091,18469
6823,2017.677,1672.66,25301,19463
6824,2017.679,1672.73,21312,19950
6825,2017.682,1672.86,23517,20987
6826,2017.685,1673.03,25097,21788
6827,2017.688,1673.15,25102,22767
6828,2017.69,1673.02,22246,24776
6829,2017.693,1672.73,21257,26901
6830,2017.696,1672.51,23244,27525
6831,2017.699,1672.15,21255,28261
6832,2017.701,1671.76,20302,27891
6833,2017.704,1671.35,19621,27600
6834,2017.707,1670.93,19426,27600
6835,2017.71,1670.46,18413,27559
6836,2017.712,1669.97,18063,27600
6837,2017.715,1669.43,17175,27683
6838,2017.718,1669.05,17488,24883
6839,2017.721,1668.78,17917,23171
6840,2017.723,1668.39,16060,23650
6841,2017.726,1668.1,17940,23583
6842,2017.729,1668.39,25057,19414
6843,2017.732,1668.88,28463,18927
6844,2017.734,1669.38,29877,20147
6845,2017.737,1669.38,20857,20857
6846,2017.74,1669.49,23290,21150
6847,2017.742,1669.42,20216,21578
6848,2017.745,1669.5,23157,21600
6849,2017.748,1669.37,18829,21359
6850,2017.751,1669.01,14017,21022
6851,2017.753,1668.8,16995,21082
6852,2017.756,1668.57,16483,20959
6853,2017.759,1668.23,14284,20900
6854,2017.762,1667.92,14507,20541
6855,2017.764,1667.54,12923,20318
6856,2017.767,1667.22,14255,20482
6857,2017.77,1666.94,14643,20092
6858,2017.773,1666.66,14081,19529
6859,2017.775,1666.25,10512,18491
6860,2017.778,1666.02,13015,17491
6861,2017.781,1665.79,11972,16449
6862,2017.784,1665.65,12953,15677
6863,2017.786,1665.42,11098,15574
6864,2017.789,1665.24,10890,14393
6865,2017.792,1665.2,11577,12355
6866,2017.795,1665.15,10870,11843
6867,2017.797,1665.05,9966,11912
6868,2017.8,1664.89,9894,13008
6869,2017.803,1664.74,10492,12438
6870,2017.805,1664.76,11606,12189
6871,2017.808,1664.69,10968,12331
6872,2017.811,1664.6,10037,11788
6873,2017.814,1664.48,9705,12040
6874,2017.816,1664.3,8536,12039
6875,2017.819,1664.18,9459,11794
6876,2017.822,1664.02,9236,12350
6877,2017.825,1663.88,9436,12161
6878,2017.827,1663.74,8775,11500
6879,2017.83,1663.62,9085,11420
6880,2017.833,1663.42,8126,12018
6881,2017.836,1663.27,9112,12031
6882,2017.838,1663.08,8644,12341
6883,2017.841,1662.9,8950,12453
6884,2017.844,1662.72,9111,12614
6885,2017.847,1662.48,7911,12581
6886,2017.849,1662.29,8965,12663
6887,2017.852,1662.07,8687,12968
6888,2017.855,1661.78,8266,13910
6889,2017.858,1661.47,7834,13927
6890,2017.86,1661.19,8110,13559
6891,2017.863,1660.87,7185,13412
6892,2017.866,1660.58,7261,12904
6893,2017.868,1660.32,7708,12768
6894,2017.871,1659.99,6445,12850
6895,2017.874,1659.69,7448,12810
6896,2017.877,1659.39,7382,12743
6897,2017.879,1659.1,7441,12625
6898,2017.882,1658.75,6578,12832
6899,2017.885,1658.43,7312,13032
6900,2017.888,1658.06,6969,13582
6901,2017.89,1657.75,7787,13327
6902,2017.893,1657.42,6659,12564
6903,2017.896,1657.14,7104,12108
6904,2017.899,1656.85,6793,11975
6905,2017.901,1656.56,6962,12146
6906,2017.904,1656.25,7032,12572
6907,2017.907,1655.93,7054,12773
6908,2017.91,1655.5,5507,13192
6909,2017.912,1655.08,6826,14332
6910,2017.915,1654.61,6969,15369
6911,2017.918,1654.13,7360,15939
6912,2017.921,1653.61,7340,16633
6913,2017.923,1653.06,6779,16609
6914,2017.926,1652.45,5831,16733
6915,2017.929,1651.88,6522,16709
6916,2017.932,1651.29,5889,16434
6917,2017.934,1650.73,6025,16033
6918,2017.937,1650.23,6871,15808
6919,2017.94,1649.7,6622,16093
6920,2017.942,1649.1,6440,17164
6921,2017.945,1648.72,8472,15263
6922,2017.948,1648.34,7644,14435
6923,2017.951,1647.93,7234,14563
6924,2017.953,1647.49,6913,14776
6925,2017.956,1647.01,6501,15080
6926,2017.959,1646.48,5708,15180
6927,2017.962,1645.97,6805,15920
6928,2017.964,1645.41,5942,15950
6929,2017.967,1644.8,6110,17012
6930,2017.97,1644.17,5740,17000
6931,2017.973,1643.54,5679,16938
6932,2017.975,1642.98,7122,17131
6933,2017.978,1642.33,5923,17540
6934,2017.981,1641.64,5238,17570
6935,2017.984,1640.94,5470,17980
6936,2017.986,1640.19,4651,18055
6937,2017.989,1639.45,5769,18030
6938,2017.992,1638.71,6312,18240
6939,2017.995,1637.97,6274,18200
6940,2017.997,1637.22,6285,18373
6941,2018,1636.47,6391,18480
6942,2018.003,1635.68,5863,18596
6943,2018.005,1634.88,6048,18943
6944,2018.008,1634.09,5962,18694
6945,2018.011,1633.34,5931,18020
6946,2018.014,1632.59,6013,18100
6947,2018.016,1631.82,5534,17946
6948,2018.019,1631.04,5729,18300
6949,2018.022,1630.34,6234,17517
6950,2018.025,1629.64,5791,17073
6951,2018.027,1628.89,5592,17681
6952,2018.03,1628.15,5454,17381
6953,2018.033,1627.44,5557,17000
6954,2018.036,1626.7,5144,17072
6955,2018.038,1625.97,5772,17538
6956,2018.041,1625.2,5164,17574
6957,2018.044,1624.4,5293,18188
6958,2018.047,1623.56,4642,18181
